scientific_name,regional_pool_count,city_count,pc1,pc2,pc3,pc4,trophic_niche,foraging_niche,is_noctural,iucn_red_list_2020,realm,cluster,cluster_half,cluster_double
Aphelocoma wollweberi,1,0,1.55580661100878,-0.0635629913667919,-0.384416687209605,-0.359796475241965,Omnivore,"NA",FALSE,LC,Nearctic,1,1,1
Cyanocorax cyanopogon,3,0,1.71731059733451,-0.089153659506959,-0.271395427995724,-0.147002185069784,Omnivore,"NA",FALSE,LC,Neotropic,1,1,1
Cissa chinensis,2,0,1.87397412328722,-0.368896901810926,-0.552485907723901,-0.300946620472068,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Corvus brachyrhynchos,17,16,3.44941057591418,-0.239745481781333,-0.30977759763607,-0.278099400575959,Omnivore,"NA",FALSE,LC,Nearctic,2,2,2
Cyanocorax caeruleus,2,0,2.68739530056662,-0.221919509902459,-0.357954319905389,-0.101654419377955,Omnivore,"NA",FALSE,NT,Neotropic,4,4,4
Corvus dauuricus,2,1,2.18927695622624,0.0171699724778024,-0.309090340773894,-0.0332401980535155,Omnivore,"NA",FALSE,LC,Palearctic,4,4,4
Cyanocorax cayanus,1,0,2.06427962769843,-0.0662962277775837,-0.454978503374236,-0.0617116325047622,Omnivore,"NA",FALSE,LC,Neotropic,4,4,4
Pica nuttalli,1,0,2.12384105905577,-0.149306459536651,-0.67735605763723306,-0.464433523978925,Omnivore,"NA",FALSE,VU,Nearctic,4,4,4
Urocissa flavirostris,1,0,2.20368054213004,-0.18323199644641,-0.903965172953492,-0.65014430616729,Omnivore,"NA",FALSE,LC,Indo_Malay,4,4,4
Perisoreus canadensis,1,0,0.879167590509621,0.0733379170861878,-0.595432963564898,-0.173145585621102,Omnivore,"NA",FALSE,LC,Nearctic,1,1,1
Corvus monedula,22,17,2.34048605862795,0.0105015987781164,-0.25086118252535,0.0438053113002165,Omnivore,"NA",FALSE,LC,Palearctic,4,4,4
Corvus ruficollis,4,1,3.90152861334554,-0.429039139547728,-0.289082454480973,-0.26590531014241,Omnivore,"NA",FALSE,LC,Palearctic,2,2,2
Garrulus lanceolatus,1,1,1.33408675581283,0.0579790342520451,-0.586804247418799,-0.186712360294598,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Dendrocitta leucogastra,1,0,1.62548934774259,-0.416157701201496,-1.02422502630749,-0.39950522009449,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Aphelocoma californica,3,3,1.14562788280327,-0.212170859201914,-0.31128445058861,-0.241525394107259,Omnivore,"NA",FALSE,LC,Nearctic,1,1,1
Corvus splendens,34,32,2.86247121771057,-0.384030510618433,-0.337312692513477,-0.113590972757293,Omnivore,"NA",FALSE,LC,Indo_Malay,4,4,4
Cyanocorax mystacalis,1,0,1.8882415362195,-0.183053729378012,-0.31308126708392,-0.0941344169226897,Omnivore,"NA",FALSE,LC,Neotropic,1,1,1
Urocissa caerulea,2,1,2.85465886309048,-0.220740291841293,-0.849050488360245,-0.602197198757542,Omnivore,"NA",FALSE,LC,Indo_Malay,4,4,4
Psilorhinus morio,1,1,2.64249848189359,-0.405415672734237,-0.638309590730825,-0.331865427845337,Omnivore,"NA",FALSE,LC,Neotropic,4,4,4
Corvus crassirostris,1,0,5.00484293559194,-0.699005163706911,-0.463856713835865,0.0142844825304865,Omnivore,"NA",FALSE,LC,Afrotropic,53,2,200
Nucifraga columbiana,1,0,1.9055531475984,-0.732322967838886,-0.177799692267343,-0.215569634265984,Omnivore,"NA",FALSE,LC,Nearctic,1,1,1
Corvus frugilegus,21,12,3.4544243183255,-0.44197066073123,-0.204587043190376,-0.214022091251846,Omnivore,"NA",FALSE,LC,Palearctic,2,2,2
Corvus palmarum,1,0,2.76631908904201,-0.318582164365793,-0.157843149455597,-0.191237009531824,Omnivore,"NA",FALSE,LC,Neotropic,4,4,4
Corvus pectoralis,3,2,3.47231478823798,-0.25277096589186,-0.207947720400121,-0.206711211141722,Omnivore,"NA",FALSE,VU,Palearctic,2,2,2
Pica hudsonia,1,1,2.31174432940203,-0.17256390726694,-0.701465953127286,-0.58545922233434,Omnivore,"NA",FALSE,LC,Nearctic,4,4,4
Corvus corax,28,18,4.63900487966887,-0.499145171031832,-0.440584075860888,-0.258483565986407,Omnivore,"NA",FALSE,LC,Palearctic,53,2,179
Calocitta colliei,1,0,2.76403149058249,-0.177111942159985,-0.910260771145505,-0.810315459866636,Omnivore,"NA",FALSE,LC,Neotropic,4,4,4
Corvus cryptoleucus,1,0,3.73997251443784,-0.300085377206872,-0.442541666226665,-0.10900399193628,Omnivore,"NA",FALSE,LC,Nearctic,2,2,2
Corvus enca,2,1,2.92775475282023,-0.61444527543112,-0.325887836767525,-0.180294259079144,Omnivore,"NA",FALSE,LC,Indo_Malay,4,4,4
Ptilostomus afer,2,1,2.05811073898676,-0.467482042809794,-0.802631628953711,-0.484268240616783,Omnivore,"NA",FALSE,LC,Afrotropic,4,4,4
Corvus caurinus,2,1,3.06357706289713,-0.195382620450466,-0.163077214693539,-0.182197113371336,Omnivore,"NA",FALSE,LC,Nearctic,2,2,2
Dendrocitta vagabunda,23,22,1.55454164413217,-0.331045789963639,-0.805987384230318,-0.405447201298434,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Cyanopica cooki,1,1,1.18270301691917,0.0705929293578544,-0.530695281513372,-0.505994837734263,Omnivore,"NA",FALSE,LC,Palearctic,1,1,1
Aphelocoma ultramarina,3,0,1.55580661100878,-0.0635629913667919,-0.384416687209605,-0.359796475241965,Omnivore,"NA",FALSE,LC,Nearctic,1,1,1
Cyanopica cyanus,8,6,1.18270301691917,0.0705929293578544,-0.530695281513372,-0.505994837734263,Omnivore,"NA",FALSE,LC,Palearctic,1,1,1
Corvus mellori,2,1,3.62280743682048,-0.245425354285398,-0.221164139135008,-0.289582042813141,Omnivore,"NA",FALSE,LC,Australian,2,2,2
Corvus macrorhynchos,46,36,3.74364098383513,-0.541549415346643,-0.327096298756225,-0.139807381864446,Omnivore,"NA",FALSE,LC,Palearctic,2,2,2
Crypsirina temia,3,2,1.61872742151455,-0.144354504645516,-0.462125792453355,-0.0350762342009515,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Calocitta formosa,1,0,2.57742428514504,-0.197122533951655,-0.845525896143264,-0.6169770519784,Omnivore,"NA",FALSE,LC,Neotropic,4,4,4
Urocissa erythroryncha,13,2,2.185311649657,-0.179187862938334,-0.897293041191136,-0.675372003352379,Omnivore,"NA",FALSE,LC,Indo_Malay,4,4,4
Pica pica,20,19,2.57460041771818,-0.233791956500008,-0.651356192180059,-0.376874137783974,Omnivore,"NA",FALSE,LC,Palearctic,4,4,4
Corvus rhipidurus,1,0,3.90742732409583,-0.205979374370747,-0.299183822330887,-0.109667313312724,Omnivore,"NA",FALSE,LC,Afrotropic,2,2,2
Corvus albus,11,9,3.70947986029905,-0.378162294487538,-0.256906711150914,-0.215893626759185,Omnivore,"NA",FALSE,LC,Afrotropic,2,2,2
Corvus leucognaphalus,2,0,3.59433522935186,-0.471499189823051,-0.281336957466214,-0.221692799849787,Omnivore,"NA",FALSE,VU,Neotropic,2,2,2
Cyanocitta cristata,12,12,1.04348379896412,-0.198859178527101,-0.256825418238961,-0.104646078084041,Omnivore,"NA",FALSE,LC,Nearctic,1,1,1
Corvus coronoides,2,1,3.91550505301026,-0.291070444737868,-0.263969423709154,-0.291808770072386,Omnivore,"NA",FALSE,LC,Australian,2,2,2
Garrulus glandarius,36,19,1.87390124674628,-0.0278643863039642,-0.381053202468997,-0.193183027610572,Omnivore,"NA",FALSE,LC,Palearctic,1,1,1
Corvus ossifragus,5,5,2.73608145942619,-0.164028462429553,-0.310928632553782,-0.19389806138851,Omnivore,"NA",FALSE,LC,Nearctic,4,4,4
Corvus corone,15,12,3.6936800691046,-0.233949106140422,-0.227723416134964,-0.185600456868962,Omnivore,"NA",FALSE,LC,Palearctic,2,2,2
Cyanocorax yncas,5,2,1.06667590398387,-0.110136995771564,-0.473765296208578,-0.172786563404478,Omnivore,"NA",FALSE,LC,Neotropic,1,1,1
Ptiliogonys cinereus,4,4,-0.753435793812798,0.543112011008778,-0.342927022454531,-0.171150102357906,Omnivore,"NA",FALSE,LC,Neotropic,1,1,1
Ichthyaetus melanocephalus,8,6,2.23644821665458,0.340290925243424,0.160058207525581,-0.334849842302101,Omnivore,"NA",FALSE,LC,Palearctic,2,2,2
Larus californicus,8,6,3.37528078819295,0.433238054190317,0.266364931962913,-0.283740596493171,Omnivore,"NA",FALSE,LC,Nearctic,2,2,2
Chroicocephalus novaehollandiae,2,2,2.31245873137393,0.252416329399553,0.241278662441531,-0.350040745449554,Omnivore,"NA",FALSE,LC,Australian,2,2,2
Leucophaeus pipixcan,9,3,2.04018057682353,0.509457217514186,0.43440065970701,-0.346287787844163,Omnivore,"NA",FALSE,LC,Nearctic,1,1,1
Larus cachinnans,10,7,4.03267147510635,0.405571725460429,0.298049184553651,-0.312412781079989,Omnivore,"NA",FALSE,LC,Palearctic,2,2,28
Chroicocephalus maculipennis,2,2,2.25724948773551,0.549087865231251,0.448616976880451,-0.388881861884016,Omnivore,"NA",FALSE,LC,Neotropic,1,1,1
Chroicocephalus philadelphia,19,13,1.58711278357601,0.478979415423646,0.508562366575502,-0.515876800058915,Omnivore,"NA",FALSE,LC,Nearctic,1,1,1
Larus delawarensis,23,20,3.03238065814993,0.418426450729642,0.230646936146839,-0.345342417873293,Omnivore,"NA",FALSE,LC,Nearctic,2,2,2
Ichthyaetus ichthyaetus,13,3,4.38261016376127,0.331949505652552,0.26730798167841,-0.321931505945185,Omnivore,"NA",FALSE,LC,Palearctic,2,2,28
Mimus polyglottos,25,22,0.0964470739230504,0.278404105329727,-0.217604966047285,-0.439093690124363,Omnivore,"NA",FALSE,LC,Nearctic,1,1,1
Mimus saturninus,8,5,0.478465945007903,0.165952558424829,-0.165966921608804,-0.391562546558006,Omnivore,"NA",FALSE,LC,Neotropic,1,1,1
Melanotis caerulescens,3,3,0.486263516727203,-0.0207495814424105,-0.103009369960392,-0.535064721757858,Omnivore,"NA",FALSE,LC,Neotropic,1,1,1
Toxostoma rufum,12,11,0.601266056980306,-0.137944735015484,0.0580651863794911,-0.43988851769976,Omnivore,"NA",FALSE,LC,Nearctic,1,1,1
Mimus thenca,1,1,0.420937844610285,0.285348520335039,0.0126762067188499,-0.48439006341198,Omnivore,"NA",FALSE,LC,Neotropic,1,1,1
Mimus longicaudatus,2,1,0.546521626541544,0.17429743733794,-0.14006280974931,-0.435740513918613,Omnivore,"NA",FALSE,LC,Neotropic,1,1,1
Toxostoma bendirei,1,1,0.50474861050504,-0.201377256655058,-0.0271132592550343,-0.299601305644007,Omnivore,"NA",FALSE,VU,Nearctic,1,1,1
Monticola sharpei,1,0,-0.920005154719412,0.0741572418966101,0.0724827927949324,-0.0326151479767593,Omnivore,"NA",FALSE,LC,Madagascar,1,1,1
Niltava davidi,4,1,-0.984878511319445,0.345005807912731,-0.071136391713863,-0.192170257153687,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Monticola solitarius,45,10,0.281865710178605,-0.0928882118641829,0.0284035008771348,-0.280996556754207,Omnivore,"NA",FALSE,LC,Palearctic,1,1,1
Myophonus caeruleus,14,7,1.75879268154504,0.118774521453795,-0.0591452513566105,-0.224961371317259,Omnivore,"NA",FALSE,LC,Palearctic,1,1,1
Erithacus rubecula,26,22,-1.57371749504836,0.523452880561673,0.113460411100064,-0.110109101947258,Omnivore,"NA",FALSE,LC,Palearctic,1,1,1
Ficedula erithacus,2,1,-2.20543479791516,0.476265846157406,-0.238337353575453,-0.137065567134571,Omnivore,"NA",FALSE,LC,Palearctic,1,1,1
Monticola rupestris,3,0,0.353169222454734,-0.0276685198161908,0.120931477425282,-0.139026558697681,Omnivore,"NA",FALSE,LC,Afrotropic,1,1,1
Numenius phaeopus,41,16,2.787968786176,-0.658123393482619,1.1731480170716,-0.808795289605338,Omnivore,"NA",FALSE,LC,Palearctic,10,9,61
Scolopax rusticola,21,2,2.49863870366133,-0.906625320871558,0.933901427017787,-0.373846644377537,Omnivore,"NA",FALSE,LC,Palearctic,10,9,31
Calidris subruficollis,6,0,-0.120557906959356,0.291689469963002,0.838986187147533,-0.433096758608825,Omnivore,"NA",FALSE,NT,Nearctic,1,1,1
Numenius americanus,8,4,3.72922427911929,-1.26024052651477,1.49398876641565,-0.979074849923087,Omnivore,"NA",FALSE,LC,Nearctic,57,9,136
Mareca americana,20,16,3.23557554796332,-0.0625631147545135,0.400017515912915,0.390616175744495,Omnivore,"NA",FALSE,LC,Nearctic,6,5,6
Dendrocygna arborea,1,1,4.02195409096488,-0.155095880159588,0.546798556297287,0.621226542652019,Omnivore,"NA",FALSE,NT,Neotropic,6,5,6
Tadorna tadornoides,2,1,4.26211436584699,0.148342303983076,0.402179599654586,0.321727164393998,Omnivore,"NA",FALSE,LC,Australian,2,2,2
Tadorna cana,2,1,4.06678616827964,0.0561715370591149,0.284452646536154,0.292065386178654,Omnivore,"NA",FALSE,LC,Afrotropic,2,2,2
Aix sponsa,18,18,2.97484479451696,0.022664938174662,0.327432580432967,0.442655987752766,Omnivore,"NA",FALSE,LC,Nearctic,6,5,6
Malacorhynchus membranaceus,2,2,2.80226884134027,-1.12244516505557,0.60976737830334,0.492032289252586,Omnivore,"NA",FALSE,LC,Australian,6,5,157
Anas sparsa,5,4,3.65104616033789,-0.180298009746822,0.322503770519954,0.453978621328439,Omnivore,"NA",FALSE,LC,Afrotropic,6,5,6
Tadorna ferruginea,28,8,4.04905846393593,0.177808104588976,0.2005126045245,0.309446069832448,Omnivore,"NA",FALSE,LC,Palearctic,2,2,2
Cairina moschata,11,3,4.87639332316039,0.0573572430478513,0.30114664153007,0.164435664830695,Omnivore,"NA",FALSE,LC,Neotropic,2,2,26
Spatula hottentota,7,4,1.96149373406995,-0.468097510276556,0.406610246598796,0.646098779642058,Omnivore,"NA",FALSE,LC,Afrotropic,6,5,6
Mareca sibilatrix,2,1,3.28516530937343,0.208819305459626,0.433890001200523,0.581305962742793,Omnivore,"NA",FALSE,LC,Neotropic,6,5,6
Dendrocygna bicolor,18,8,3.37798784757157,-0.234732194784835,0.613103966503059,0.764500133364837,Omnivore,"NA",FALSE,LC,Afrotropic,6,5,6
Alopochen aegyptiaca,14,11,4.63110375464789,0.35267054868956,0.196896711751011,0.331214522772752,Omnivore,"NA",FALSE,LC,Afrotropic,2,2,26
Plectropterus gambensis,8,4,5.92771207546446,0.0507100258629078,0.0967094120306431,0.216430227728812,Omnivore,"NA",FALSE,LC,Afrotropic,24,2,35
Oxyura maccoa,4,2,2.90417436769239,-0.169302463487274,0.515863533653015,0.924125034908411,Omnivore,"NA",FALSE,VU,Afrotropic,6,5,6
Mareca penelope,46,17,3.15287126074441,0.00365591771430929,0.402470915884625,0.526416707954813,Omnivore,"NA",FALSE,LC,Palearctic,6,5,6
Lamprospiza melanoleuca,1,0,-0.286196278079775,-0.209291755027836,-0.301172049697359,0.347104149232205,Omnivore,"NA",FALSE,LC,Neotropic,1,1,1
Milvus migrans,82,47,3.8403041045327,0.385777404569186,-0.608547031092278,-0.347609469821587,Omnivore,"NA",FALSE,LC,Palearctic,2,2,2
Haliaeetus leucocephalus,19,17,6.15860537861863,0.101840688034214,-0.198730603089672,-0.0292466232876721,Omnivore,"NA",FALSE,LC,Nearctic,24,2,35
Aviceda jerdoni,1,1,3.05639355690893,-0.0777161958701013,-0.614466648230215,-0.268839240293824,Omnivore,"NA",FALSE,LC,Indo_Malay,4,4,4
Milvus milvus,8,2,4.19687781091481,0.481064379299968,-0.629192519964422,-0.418430621280425,Omnivore,"NA",FALSE,LC,Palearctic,2,2,2
Leptodon forbesi,1,0,3.46711221498169,0.236323092561534,-0.575101804168678,-0.204209451380471,Omnivore,"NA",FALSE,EN,Neotropic,2,2,2
Haliastur indus,21,12,3.60091791211323,0.0533288714810404,-0.474676757531716,-0.308162816041875,Omnivore,"NA",FALSE,LC,Indo_Malay,2,2,2
Haliastur sphenurus,2,1,3.87382210732234,0.365599855621362,-0.549391647107656,-0.278231059634219,Omnivore,"NA",FALSE,LC,Australian,2,2,2
Leptodon cayanensis,7,0,3.23067633165337,0.238562346130857,-0.617726865029749,-0.246809142894812,Omnivore,"NA",FALSE,LC,Neotropic,2,2,2
Aviceda subcristata,1,1,2.7828655959974,0.25472657083286,-0.71334266001203,-0.192556513429579,Omnivore,"NA",FALSE,LC,Australian,4,4,4
Terathopius ecaudatus,1,0,4.87908298001181,0.195438765575316,0.295081043883126,0.39485034095532,Omnivore,"NA",FALSE,EN,Afrotropic,2,2,26
Bubulcus ibis,107,78,3.01022676568575,-0.343674382073403,0.597623282533627,-0.329183022905654,Omnivore,"NA",FALSE,LC,Afrotropic,10,9,10
Syrigma sibilatrix,3,2,3.45713147144728,-0.385948154905833,0.473172001251484,-0.348996750867046,Omnivore,"NA",FALSE,LC,Neotropic,10,9,10
Ardea pacifica,2,2,4.42192188455967,-0.437129525703726,0.478149845941317,-0.604226607925752,Omnivore,"NA",FALSE,LC,Australian,21,9,62
Botaurus poiciloptilus,1,0,4.22397209957869,-0.121795925462426,0.635012315005661,-0.165154481685844,Omnivore,"NA",FALSE,EN,Australian,10,9,10
Gorsachius melanolophus,7,3,3.06016041606477,-0.22526323210969,0.405153438153669,-0.137433781464426,Omnivore,"NA",FALSE,LC,Indo_Malay,10,9,10
Ardea melanocephala,10,7,4.79314214232944,-0.666394772009217,0.427564959031492,-0.357779342253585,Omnivore,"NA",FALSE,LC,Afrotropic,7,6,7
Crex crex,5,1,0.860375758206215,0.786389732469684,0.750498761230535,0.171414704652376,Omnivore,"NA",FALSE,LC,Palearctic,1,1,1
Aramides saracura,4,4,3.18603308341432,-0.171531924581087,0.610957194349352,0.419714423568817,Omnivore,"NA",FALSE,LC,Neotropic,6,5,6
Rallina eurizonoides,7,0,0.738465877936136,0.491697973169647,0.542389169110374,-0.0589545345767484,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Dryolimnas cuvieri,1,1,1.60546769675741,-0.0463351691589274,0.84738144318670106,-0.185401533754328,Omnivore,"NA",FALSE,LC,Madagascar,1,1,1
Zapornia bicolor,1,0,0.81761839810715,0.540362735330357,0.91102628948923,0.0758905944189806,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Porphyrio flavirostris,1,0,0.708177253127533,0.226863932525717,0.313307125167037,-0.00800362016473992,Omnivore,"NA",FALSE,LC,Neotropic,1,1,1
Gallirallus philippensis,3,3,1.41906702288255,0.411318410381822,0.753579505276842,-0.0584812147568429,Omnivore,"NA",FALSE,LC,Australian,1,1,1
Gallicrex cinerea,27,4,2.44162496564026,0.466803829368319,0.693402524474802,0.0171321263302809,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Gallinula galeata,38,24,1.99521076205481,0.599605696241727,0.70573401752569,0.128134949897533,Omnivore,"NA",FALSE,LC,Palearctic,1,1,25
Porzana carolina,26,14,-0.0352131932120566,0.585049317939114,0.696345299734175,0.063328630736545,Omnivore,"NA",FALSE,LC,Nearctic,1,1,1
Rougetius rougetii,1,1,1.32828183764939,0.360487237517793,1.03295925859074,0.050434326293347403,Omnivore,"NA",FALSE,NT,Afrotropic,1,1,1
Rallina fasciata,1,1,0.527199316883715,0.444008420475501,0.705423133985967,0.0625405820362094,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Lewinia striata,16,6,0.88362109534984,-0.214579506968862,0.940186734060474,0.0704466740170405,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,38
Zapornia akool,17,1,1.06410238429583,0.22208962311451,0.713689721991413,0.05846010935704,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Zapornia tabuensis,2,2,-0.786884163961583,0.398985084190058,0.823468167824419,0.150804601959879,Omnivore,"NA",FALSE,LC,Australian,1,1,1
Amaurornis olivacea,1,0,1.95093405629095,0.413174553391607,0.803388096865426,0.297201879232819,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,25
Tribonyx ventralis,1,1,2.15811868000765,0.928983756979548,0.447385814765828,0.155483599921268,Omnivore,"NA",FALSE,LC,Australian,9,8,9
Laterallus albigularis,1,1,-0.625254601476577,0.299670518938056,0.915708097035214,0.399067980329395,Omnivore,"NA",FALSE,LC,Neotropic,1,1,1
Aramides ypecaha,1,1,3.49573194530908,-0.069414006571463,0.919699874118496,-0.189836837333452,Omnivore,"NA",FALSE,LC,Neotropic,10,9,10
Crex egregia,2,0,0.718191452417579,0.481178177777039,0.801695223201898,0.237227573247522,Omnivore,"NA",FALSE,LC,Afrotropic,1,1,1
Gallinula chloropus,86,67,1.99521076205481,0.599605696241727,0.70573401752569,0.128134949897533,Omnivore,"NA",FALSE,LC,Palearctic,1,1,25
Paragallinula angulata,4,0,0.756585556820364,0.668904787778886,0.496284637573714,0.133722579904295,Omnivore,"NA",FALSE,LC,Afrotropic,1,1,1
Gallinula tenebrosa,2,2,2.50102896381665,0.750092220682629,0.789920147272055,0.144732104751818,Omnivore,"NA",FALSE,LC,Australian,1,1,1
Theristicus melanopis,1,0,4.96716415859478,-0.845743067993838,0.71864153569265,-0.717194882617713,Omnivore,"NA",FALSE,LC,Neotropic,7,6,7
Pseudibis papillosa,16,7,4.91584141656434,-1.12499756841862,0.517162648771491,-0.75186625228417,Omnivore,"NA",FALSE,LC,Indo_Malay,7,6,7
Theristicus caudatus,1,1,5.16607038222406,-0.87876663347223,0.707028433310171,-0.941526234364527,Omnivore,"NA",FALSE,LC,Neotropic,7,6,7
Threskiornis spinicollis,2,1,4.90382296062185,-1.03298764350299,0.863230877980764,-0.688095393465229,Omnivore,"NA",FALSE,LC,Australian,7,6,7
Cinnyris coccinigastrus,2,2,-1.37546828849851,-0.798184695402421,0.458303466472305,-0.311335355268807,Omnivore,"NA",FALSE,LC,Afrotropic,1,1,1
Leptocoma zeylonica,13,12,-2.27681526295171,-0.386767116023515,0.442736485657948,-0.0881387816320386,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Cinnyris notatus,1,0,-1.25155129337768,-0.965714996725293,0.417265470637755,-0.376489443743513,Omnivore,"NA",FALSE,LC,Madagascar,1,1,1
Cinnyris afer,1,1,-1.61461491522819,-0.794580709829635,0.404400517940018,-0.533886355582691,Omnivore,"NA",FALSE,LC,Afrotropic,1,1,1
Anthreptes rhodolaemus,1,0,-1.64283681978199,-0.447055656640002,0.255539061477592,-0.0981466527393198,Omnivore,"NA",FALSE,NT,Indo_Malay,1,1,1
Arachnothera clarae,1,0,-0.34237506648099,-1.11247110722807,0.693123355537739,-0.190690124111666,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Cyanomitra cyanolaema,1,0,-1.26134280796977,-0.580465890829421,0.279034072648502,-0.362661045916532,Omnivore,"NA",FALSE,LC,Afrotropic,1,1,1
Aethopyga christinae,5,4,-2.6684688413927,-0.669975372823283,0.131587357269669,-0.110991006324551,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Chalcomitra amethystina,4,4,-1.66629099361612,-0.583550606499362,0.545680760189657,-0.271805195305927,Omnivore,"NA",FALSE,LC,Afrotropic,1,1,1
Nectarinia famosa,3,2,-1.14907415461198,-0.964110806822712,0.1687643409128,-0.922535134272917,Omnivore,"NA",FALSE,LC,Afrotropic,1,1,1
Cyanomitra verticalis,3,2,-1.52846411582935,-0.609291880013048,0.560730118369007,-0.247769091174843,Omnivore,"NA",FALSE,LC,Afrotropic,1,1,1
Cinnyris asiaticus,27,26,-2.16613460330138,-0.707948605001429,0.316029065803721,-0.0731797677073632,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Chalcomitra rubescens,1,0,-1.90546633073975,-0.52900681158043,0.365897824981676,-0.374013560352857,Omnivore,"NA",FALSE,LC,Afrotropic,1,1,1
Cinnyris chalybeus,2,1,-2.25629205348184,-0.585966484216519,0.513607285819112,-0.49741694129438,Omnivore,"NA",FALSE,LC,Afrotropic,1,1,1
Arachnothera crassirostris,1,0,-1.02986543480648,-1.17800509268986,0.423057850636063,-0.205655489357074,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Arachnothera magna,1,0,-0.153989721408456,-1.17419580429133,0.48105784067586,-0.291707036930123,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Cinnyris bifasciatus,2,2,-2.31302348508855,-0.640380250724127,0.393422610640944,-0.211735881843471,Omnivore,"NA",FALSE,LC,Afrotropic,1,1,1
Arachnothera flavigaster,1,0,0.101798708440815,-1.08000439163129,0.433772137829101,-0.0662091410328608,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Cyanomitra veroxii,2,2,-1.65845452817836,-0.762455561625314,0.414547494727013,-0.438140491422317,Omnivore,"NA",FALSE,LC,Afrotropic,1,1,1
Anthreptes rectirostris,1,0,-2.17537172330277,-0.154884674127095,0.374705377236041,0.109935634997482,Omnivore,"NA",FALSE,LC,Afrotropic,1,1,1
Chalcomitra senegalensis,6,2,-1.74923504473898,-0.593460881226665,0.48126662130845,-0.355988432963015,Omnivore,"NA",FALSE,LC,Afrotropic,1,1,1
Arachnothera modesta,1,0,-0.394714692522457,-1.11231005399085,0.440441547021805,-0.284420105074531,Omnivore,"NA",FALSE,LC,Indo_Malay,19,18,23
Cinnyris superbus,2,0,-1.03881539075077,-1.00510545794023,0.598907044807553,-0.450906431590547,Omnivore,"NA",FALSE,LC,Afrotropic,1,1,1
Leptocoma sperata,1,1,-2.7270888337897,-0.487026015298576,0.455096669212938,-0.0406564213888952,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Cinnyris jugularis,9,8,-2.24104156824069,-0.629753306178226,0.589777656687206,-0.0514308078367341,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Cyanomitra olivacea,3,1,-1.77615380451583,-0.776570454496643,0.227256497990094,-0.452958770561339,Omnivore,"NA",FALSE,LC,Afrotropic,1,1,1
Leptocoma brasiliana,5,0,-2.7270888337897,-0.487026015298576,0.455096669212938,-0.0406564213888952,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Kurochkinegramma hypogrammicum,1,0,-1.66220650712955,-0.53171823923781,0.195184638455828,-0.305023695081151,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Anthreptes simplex,1,0,-2.11475076583841,-0.34555668655614,0.134489957491725,-0.203394307910335,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Arachnothera chrysogenys,1,0,-0.51648704502322,-1.32475655951848,0.64434943339592,-0.257764052998644,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Cinnyris chloropygius,2,0,-2.62817149137136,-0.662577901074684,0.561459185397205,-0.228587010572514,Omnivore,"NA",FALSE,LC,Afrotropic,1,1,1
Lophura swinhoii,1,0,3.78464602903012,0.97045460976112,-0.179416595161944,-0.411361655617546,Omnivore,"NA",FALSE,NT,Indo_Malay,2,2,2
Bambusicola thoracicus,7,5,1.49197694036263,0.881826104010662,0.309077542295316,0.280225993856967,Omnivore,"NA",FALSE,LC,Palearctic,1,1,1
Gallus gallus,4,2,3.11473134192151,1.06613274161115,-0.0435153031304356,-0.265843248392821,Omnivore,"NA",FALSE,LC,Indo_Malay,2,2,2
Perdix perdix,10,2,1.95105939134969,0.7486992744464,0.478388246746198,0.596781390116169,Omnivore,"NA",FALSE,LC,Palearctic,9,8,9
Pternistis capensis,1,1,2.95455595543071,0.62358450882834,0.354143015040401,0.328404952831453,Omnivore,"NA",FALSE,LC,Afrotropic,2,2,2
Pternistis swainsonii,1,1,2.82911754864018,0.454274840064618,0.44036003317078,0.512319275251725,Omnivore,"NA",FALSE,LC,Afrotropic,9,8,9
