scientific_name,regional_pool_count,city_count,pc1,pc2,pc3,pc4,trophic_niche,foraging_niche,is_noctural,iucn_red_list_2020,realm,cluster,cluster_half,cluster_double
Grus grus,8,1,6.09904098264289,0.504319451409561,1.02247809364013,-0.558651473325288,Omnivore,"NA",FALSE,LC,Palearctic,47,2,147
Grus japonensis,1,0,6.88067395809956,0.254577515027157,1.10108415734531,-0.775440740865519,Omnivore,"NA",FALSE,EN,Palearctic,23,20,32
Antigone vipio,2,0,6.24622461251778,-0.0123666784993999,1.03139039979662,-0.671135316948104,Omnivore,"NA",FALSE,VU,Palearctic,23,20,32
Balearica regulorum,2,1,5.82564424906405,0.799492657500328,0.227798212840562,-0.380185824925282,Omnivore,"NA",FALSE,EN,Afrotropic,2,2,89
Antigone antigone,11,1,6.65841477619747,0.0478811753642725,0.94627339768484,-0.794281568009983,Omnivore,"NA",FALSE,VU,Indo_Malay,23,20,32
Antigone canadensis,10,5,5.84536426614362,0.25998864284951,1.14322822900765,-0.623798761109522,Omnivore,"NA",FALSE,LC,Nearctic,47,2,147
Anthropoides virgo,6,0,5.01559970917919,0.762875045298561,0.684171932485883,-0.46662882716913,Omnivore,"NA",FALSE,LC,Palearctic,2,2,182
Balearica pavonina,1,0,5.71993476724166,0.818567512586296,0.213944360502939,-0.421515870180718,Omnivore,"NA",FALSE,VU,Afrotropic,2,2,89
Grus americana,1,0,6.53179140602415,0.169735499813483,0.940167590766528,-0.622721561431544,Omnivore,"NA",FALSE,EN,Nearctic,23,20,32
Anthropoides paradiseus,1,0,6.15002322542005,0.394480653480969,0.620867789394872,-0.53746559825944,Omnivore,"NA",FALSE,VU,Afrotropic,47,2,105
Ciccaba albitarsis,3,0,3.06305006925112,0.590637292480521,-0.154666446828004,0.0929967610462878,Omnivore,"NA",TRUE,LC,Neotropic,2,2,2
Athene noctua,22,6,1.36339839296663,0.454545286605513,-0.142661168427618,0.550471215503269,Omnivore,"NA",TRUE,LC,Palearctic,5,1,5
Glaucidium peruanum,2,1,0.153949384112456,0.125661587539427,-0.251515451294713,0.607621472773348,Omnivore,"NA",TRUE,LC,Neotropic,1,1,1
Mirafra affinis,5,5,-0.807798478643492,0.0240107721099318,0.0501079194698414,0.338005696663763,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Mirafra erythrocephala,1,0,-0.913859740356222,0.12724645800022,0.0965665500076956,0.453982442036326,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Calandrella blanfordi,1,0,-1.11023674958502,0.236827166057721,-0.275964459324876,0.0730653710356369,Omnivore,"NA",FALSE,LC,Palearctic,1,1,1
Ammomanes phoenicura,13,5,-0.719350742901751,0.0873105120945263,-0.343745262219399,0.24580092207514,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Galerida malabarica,5,1,-0.509107672979612,0.107082214678342,0.0890011283646615,0.202287457249455,Omnivore,"NA",FALSE,LC,Palearctic,1,1,1
Mirafra javanica,1,0,-1.03781773953783,0.0521989498451305,-0.114077518110668,0.419381603425121,Omnivore,"NA",FALSE,LC,Australian,1,1,1
Calandrella dukhunensis,9,0,-1.11023674958502,0.236827166057721,-0.275964459324876,0.0730653710356369,Omnivore,"NA",FALSE,LC,Palearctic,1,1,1
Calendulauda alopex,1,0,-0.771618204579214,0.121708284955207,0.00955926912716015,0.127150665952976,Omnivore,"NA",FALSE,LC,Afrotropic,1,1,1
Ammomanes deserti,3,0,-0.85127355886977,0.0960193866240222,-0.194422902193566,-0.0263209814407612,Omnivore,"NA",FALSE,LC,Palearctic,1,1,1
Alauda arvensis,37,13,-0.54184625653908,0.471539656087365,-0.152156243877999,-0.00395043129696963,Omnivore,"NA",FALSE,LC,Palearctic,1,1,1
Alaudala somalica,1,0,-1.08587733165141,0.0994793580150508,-0.234270473899117,0.254105337231081,Omnivore,"NA",FALSE,LC,Afrotropic,1,1,1
Galerida theklae,3,1,-0.454365040752436,0.270977627103514,0.0438148882255226,-0.0299390370670778,Omnivore,"NA",FALSE,LC,Palearctic,1,1,1
Lullula arborea,16,3,-1.1065304328384,0.513796990618661,0.145843708478963,-0.0857984690035092,Omnivore,"NA",FALSE,LC,Palearctic,1,1,1
Galerida deva,7,1,-1.16395994971548,0.0692651237902828,-0.180824694898575,0.255023217974882,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Eremophila alpestris,25,11,-0.660781910126652,0.417218750761213,-0.113334708632278,-0.0594350623808999,Omnivore,"NA",FALSE,LC,Palearctic,1,1,1
Mirafra erythroptera,15,4,-1.18778991482595,0.147003896902759,-0.112485920242546,0.293802044817891,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Melanocorypha mongolica,1,0,0.0256171089601817,0.141677012411432,-0.0963293230450206,0.1117694630105,Omnivore,"NA",FALSE,LC,Palearctic,1,1,1
Eremopterix hova,1,0,-1.27555856418093,0.0972692182919388,-0.10671129503865,0.301457941966057,Omnivore,"NA",FALSE,LC,Madagascar,1,1,1
Mirafra assamica,7,4,-0.809455830346926,0.0573641685325772,-0.0738208025509235,0.360518061471344,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Alauda gulgula,29,9,-0.963660941550891,0.285670646400243,0.0351022845698914,0.147714459376119,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Mirafra albicauda,1,0,-1.07584998474179,0.178031435533173,-0.166520358267258,0.329320977603132,Omnivore,"NA",FALSE,LC,Afrotropic,1,1,1
Melanocorypha calandra,6,0,0.187277221732038,0.0964168254983728,0.0538942784435489,0.275717059354066,Omnivore,"NA",FALSE,LC,Palearctic,1,1,1
Calandrella brachydactyla,16,0,-1.11023674958502,0.236827166057721,-0.275964459324876,0.0730653710356369,Omnivore,"NA",FALSE,LC,Palearctic,1,1,1
Calandrella acutirostris,1,0,-1.1636068150942,0.221024217139897,-0.281323187534361,0.0122506791990279,Omnivore,"NA",FALSE,LC,Palearctic,1,1,1
Alaudala raytal,6,1,-1.37960293244034,0.128587594677259,-0.0140401372123748,0.0465737468865869,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Alaudala rufescens,2,0,-1.11023674958502,0.236827166057721,-0.275964459324876,0.0730653710356369,Omnivore,"NA",FALSE,LC,Palearctic,1,1,1
Galerida magnirostris,1,0,-0.150363376028035,-0.0491097100739146,-0.0713717786155005,0.148738516705555,Omnivore,"NA",FALSE,LC,Afrotropic,1,1,1
Galerida cristata,30,17,-0.250287755177277,0.103597986603853,0.126365517275815,-0.07621037050437,Omnivore,"NA",FALSE,LC,Palearctic,1,1,1
Lanius cabanisi,1,0,0.786077230563094,-0.0490849328532833,-0.527249636179875,-0.0614864700008173,Omnivore,"NA",FALSE,LC,Afrotropic,1,1,1
Leptoptilos crumenifer,3,3,7.78193708709586,-1.63647663336628,0.24052759458536,-0.171729192052589,Omnivore,"NA",FALSE,LC,Afrotropic,44,28,86
Leptoptilos javanicus,5,1,7.3461153064868,-1.49085198178958,0.331256292941952,-0.371737414855532,Omnivore,"NA",FALSE,VU,Indo_Malay,44,28,86
Ciconia ciconia,27,3,6.53739264458271,-0.941855697260807,0.49366894176353,-0.586405374983372,Omnivore,"NA",FALSE,LC,Palearctic,37,23,67
Mycteria ibis,6,2,6.30238336736727,-1.68410074300665,0.558656129606166,-0.175709084307422,Omnivore,"NA",FALSE,LC,Afrotropic,36,22,66
Centropus toulou,1,1,2.05402935238002,0.00717828973844042,-0.753340093111331,-0.30841772148331,Omnivore,"NA",FALSE,LC,Madagascar,4,4,4
Centropus monachus,3,0,2.29146245746895,0.0933201759349745,-0.588076340310751,-0.391080895476547,Omnivore,"NA",FALSE,LC,Afrotropic,4,4,4
Centropus nigrorufus,1,0,2.73474855041672,-0.156269686722667,-0.585343923455644,-0.405944937121719,Omnivore,"NA",FALSE,VU,Indo_Malay,4,4,4
Crotophaga major,5,3,2.462485338304,-0.783436000912511,-0.902100439320626,-0.305699456218551,Omnivore,"NA",FALSE,LC,Neotropic,4,4,4
Crotophaga ani,17,12,1.61654252715213,-0.35167629215121,-0.802771694294841,0.10103071377217,Omnivore,"NA",FALSE,LC,Neotropic,1,1,1
Jacana jacana,13,9,0.892817048101456,0.163365795661707,0.873956897183501,-0.0162199838653612,Omnivore,"NA",FALSE,LC,Neotropic,1,1,1
Metopidius indicus,19,11,1.41074579753227,0.300230830582213,0.824625030872646,0.023619818612241,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Momotus momota,1,0,1.69266289562645,-0.694562267080048,-0.514503127501277,-0.426070145869474,Omnivore,"NA",FALSE,LC,Neotropic,1,1,1
Momotus lessonii,1,1,1.69266289562645,-0.694562267080048,-0.514503127501277,-0.426070145869474,Omnivore,"NA",FALSE,LC,Neotropic,1,1,1
Momotus subrufescens,1,1,1.69266289562645,-0.694562267080048,-0.514503127501277,-0.426070145869474,Omnivore,"NA",FALSE,LC,Neotropic,1,1,1
Momotus coeruliceps,1,0,1.69266289562645,-0.694562267080048,-0.514503127501277,-0.426070145869474,Omnivore,"NA",FALSE,LC,Neotropic,1,1,1
Eupodotis senegalensis,2,0,3.056583959166,0.695779744285995,0.334716647302,-0.130667025187239,Omnivore,"NA",FALSE,LC,Afrotropic,2,2,2
Chlamydotis macqueenii,1,0,4.22240899674466,0.831585329793444,0.290920195447778,-0.476569996717969,Omnivore,"NA",FALSE,VU,Palearctic,2,2,68
Ardeotis kori,1,0,6.85473298239256,0.435863719987983,0.343018056676793,-0.625199066166069,Omnivore,"NA",FALSE,NT,Afrotropic,74,2,186
Lissotis hartlaubii,1,0,4.0244894326204,0.699851342527998,0.550176680866516,-0.338570931984512,Omnivore,"NA",FALSE,LC,Afrotropic,2,2,68
Tetrax tetrax,1,0,3.00444738413499,1.05326775859116,0.577286381747682,0.186969367820122,Omnivore,"NA",FALSE,NT,Palearctic,2,2,63
Otis tarda,4,0,6.05944679003776,0.891197265631671,0.419421980930118,-0.0267563007408065,Omnivore,"NA",FALSE,VU,Palearctic,2,2,160
Eupodotis gindiana,1,0,3.22958090811778,0.815891415347145,0.410663125269564,-0.102953608326233,Omnivore,"NA",FALSE,LC,Afrotropic,2,2,2
Eupodotis afra,1,0,3.21259030947716,0.840640811636609,0.382443956730393,-0.202014108815474,Omnivore,"NA",FALSE,VU,Afrotropic,2,2,2
Chiroxiphia caudata,4,1,-1.12120081114266,0.434456119614934,-0.109387059535871,0.1922613694451,Omnivore,"NA",FALSE,LC,Neotropic,1,1,1
Scopus umbretta,8,6,3.78061325804227,-0.899215407585434,0.038622079376728,-0.292839260910639,Omnivore,"NA",FALSE,LC,Afrotropic,4,4,4
Coracias benghalensis,25,13,1.96812774887668,-0.607699773070135,-0.297764561077802,-0.0983542580690573,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Coracias affinis,3,1,1.96812774887668,-0.607699773070135,-0.297764561077802,-0.0983542580690573,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Coracias caudatus,3,0,1.47945117116764,-0.631260629526136,-0.260370632595771,-0.121015614560411,Omnivore,"NA",FALSE,LC,Afrotropic,1,1,1
Crypturellus soui,5,1,0.886116947522225,1.15244904974953,0.966739395298677,0.244138627722469,Omnivore,"NA",FALSE,LC,Neotropic,1,1,1
Crypturellus undulatus,1,0,2.24452089579723,1.03002860299772,0.95185769669428,0.219004340495694,Omnivore,"NA",FALSE,LC,Neotropic,1,1,34
Nothoprocta curvirostris,1,0,1.84353819355591,0.606710089790899,0.917134082897086,0.188238648494745,Omnivore,"NA",FALSE,LC,Neotropic,1,1,25
Crypturellus erythropus,1,0,1.83349578231792,1.19488120439513,1.2246513772168,0.22268730209915,Omnivore,"NA",FALSE,LC,Neotropic,1,1,34
Crypturellus variegatus,1,0,1.73438363892742,0.763859592477502,1.17264879701134,0.219465279910388,Omnivore,"NA",FALSE,LC,Neotropic,1,1,34
Nothocercus julius,2,0,2.39369033932715,1.32391946347731,1.10522482973279,0.219554525690136,Omnivore,"NA",FALSE,LC,Neotropic,1,1,34
Nothura maculosa,2,1,1.14415921719824,1.03272938951274,0.717243748780273,0.549011762423425,Omnivore,"NA",FALSE,LC,Neotropic,1,1,1
Crypturellus transfasciatus,1,0,1.45508601086265,0.981038149056231,0.948714911802154,0.226373897653519,Omnivore,"NA",FALSE,NT,Neotropic,1,1,1
Rhynchotus rufescens,3,0,3.08863096443682,0.384765128021887,1.08733193033688,0.357290248913834,Omnivore,"NA",FALSE,LC,Neotropic,1,1,1
Nothocercus bonapartei,3,0,2.58008192750281,1.42918518605036,1.09971240337219,0.0781500045172837,Omnivore,"NA",FALSE,LC,Neotropic,1,1,34
Tinamus major,2,0,2.98130799064675,1.4335510112405,0.973550808563416,-0.0989989345334499,Omnivore,"NA",FALSE,NT,Neotropic,1,1,176
Crypturellus tataupa,5,1,1.16446682274838,0.62553442837320306,0.808955091984498,0.211405174262147,Omnivore,"NA",FALSE,LC,Neotropic,1,1,1
Crypturellus obsoletus,4,2,1.87209773814699,1.11161930163563,1.05830554123079,0.159960577809225,Omnivore,"NA",FALSE,LC,Neotropic,1,1,34
Crypturellus cinnamomeus,1,0,1.82819026512828,1.03017656769249,1.04624103787262,0.331288624371948,Omnivore,"NA",FALSE,LC,Neotropic,1,1,34
Tinamus solitarius,3,1,3.46885565001979,1.59502531522888,0.62450176259244,-0.42531164296207,Omnivore,"NA",FALSE,NT,Neotropic,66,2,161
Crypturellus parvirostris,4,0,0.681365092353995,0.904525269939694,0.995903801027388,0.438539516021591,Omnivore,"NA",FALSE,LC,Neotropic,1,1,1
Trogon rufus,4,0,0.211273865346154,-0.228814636878964,-0.829736337529929,0.198290952944058,Omnivore,"NA",FALSE,LC,Neotropic,1,1,1
Trogon elegans,1,0,0.593984926030058,-0.119198577821713,-0.854372454889624,0.0518777054939165,Omnivore,"NA",FALSE,LC,Nearctic,1,1,1
Trogon personatus,4,0,0.419130915496511,-0.0530725919658936,-0.83483396692083,-0.0320030066638655,Omnivore,"NA",FALSE,LC,Neotropic,1,1,1
Snowornis cryptolophus,2,0,0.625069318857766,0.0351677868628232,-0.296313210153677,-0.00451341056846745,Omnivore,"NA",FALSE,LC,Neotropic,1,1,1
Melanerpes carolinus,8,8,0.597970904729394,-0.478954000168533,0.0442911695399183,-0.00796485753390122,Omnivore,"NA",FALSE,LC,Nearctic,1,1,1
Sphyrapicus nuchalis,7,3,0.129482567936346,-0.25334835237709,-0.126355370888765,-0.0656726220435709,Omnivore,"NA",FALSE,LC,Nearctic,1,1,1
Sphyrapicus varius,16,13,0.210028962690859,-0.365593507278132,-0.0226028418968157,-0.135074510041499,Omnivore,"NA",FALSE,LC,Nearctic,1,1,1
Melanerpes uropygialis,2,2,0.554066724979337,-0.330676545089641,-0.0256976681066415,-0.319729545545297,Omnivore,"NA",FALSE,LC,Nearctic,1,1,1
Melanerpes aurifrons,3,3,0.846000046860025,-0.50019078122532,0.151984582133951,-0.151112076607223,Omnivore,"NA",FALSE,LC,Nearctic,1,1,1
Melanerpes flavifrons,2,1,0.332176166705349,-0.462888310009781,0.0804576140176669,-0.0646335170412316,Omnivore,"NA",FALSE,LC,Neotropic,1,1,1
Dendrocopos major,25,21,0.930351340056328,-0.461858467554084,-0.283726572345047,0.0678234939021454,Omnivore,"NA",FALSE,LC,Palearctic,1,1,1
Sitta canadensis,18,15,-2.1213602844482,-0.177076907931293,0.198632406432515,-0.0158398804132638,Omnivore,"NA",FALSE,LC,Nearctic,1,1,1
Sitta carolinensis,18,14,-1.09490675381883,-0.12218006300715,0.168506858982507,-0.112160794224409,Omnivore,"NA",FALSE,LC,Nearctic,1,1,1
Sitta krueperi,1,0,-1.67145017702219,-0.320221765975421,0.133319174689677,-0.0976127877736777,Omnivore,"NA",FALSE,LC,Palearctic,1,1,1
Sitta villosa,1,1,-2.12989056597431,-0.247121245110522,0.19294297648627,-0.0530255855450639,Omnivore,"NA",FALSE,LC,Palearctic,1,1,1
Acridotheres javanicus,6,5,0.878274924792394,0.0572146513625139,0.119794153110682,-0.00237409814646787,Omnivore,"NA",FALSE,VU,Australian,1,1,1
Sturnia pagodarum,24,14,-0.15284970162316,0.177546890896948,0.201587152479932,-0.0153852925013946,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Agropsar philippensis,5,0,-0.715385026168028,0.10302777161323,0.0849666227168999,0.112771957607834,Omnivore,"NA",FALSE,LC,Palearctic,1,1,1
Lamprotornis chloropterus,3,1,0.34976447611436,0.242521330940272,0.179075650927898,-0.09241201871779,Omnivore,"NA",FALSE,LC,Afrotropic,1,1,1
Lamprotornis australis,1,0,1.15225109965195,0.498394864224526,-0.266781854812774,-0.602924005594484,Omnivore,"NA",FALSE,LC,Afrotropic,1,1,1
Lamprotornis purpuroptera,3,1,0.746852765120695,0.352717614081725,-0.223909162416592,-0.589550736554892,Omnivore,"NA",FALSE,LC,Afrotropic,1,1,1
Acridotheres burmannicus,3,1,0.466459412539219,0.215246245051065,0.319950717393863,-0.0383137806963445,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Lamprotornis nitens,3,2,0.593432966087258,0.313251373061542,0.0819369217013488,-0.0463632331116752,Omnivore,"NA",FALSE,LC,Afrotropic,1,1,1
Lamprotornis bicolor,2,0,0.574352077515948,0.509489164292475,0.14886497763207,0.0904197770385739,Omnivore,"NA",FALSE,LC,Afrotropic,1,1,1
Sturnia malabarica,22,11,-0.264923541679584,-0.101877874210266,0.134107982917938,-0.0106989468069527,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Onychognathus morio,5,4,1.45128775093374,0.0320802257036391,-0.184356958102648,-0.272447475454033,Omnivore,"NA",FALSE,LC,Afrotropic,1,1,1
Acridotheres cristatellus,16,11,1.06323323340184,0.198033341446644,0.162765730558021,0.0451645988696018,Omnivore,"NA",FALSE,LC,Palearctic,1,1,1
Acridotheres tristis,39,37,1.14725837240785,0.148958324073692,0.0830459645896805,0.0224369250259487,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Acridotheres ginginianus,15,10,0.522121370575326,0.134949720415927,0.134259653722267,-0.0981041300335379,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Rhabdornis mystacalis,1,1,-0.887330617853068,-0.184646565871345,0.277809689551524,-0.024037048430789,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Acridotheres melanopterus,1,0,0.655131825191562,0.170291042312131,0.200821420838059,-0.116113451551963,Omnivore,"NA",FALSE,CR,Indo_Malay,1,1,1
Lamprotornis purpureus,2,1,1.04936746953664,0.130982932147751,0.238251631865191,-0.0682101834716789,Omnivore,"NA",FALSE,LC,Afrotropic,1,1,1
Lamprotornis chalybaeus,4,1,0.701692883460059,0.287706373544821,0.0864156807950284,-0.294939015466617,Omnivore,"NA",FALSE,LC,Afrotropic,1,1,1
Sturnus unicolor,2,2,0.627835952489705,-0.0602600469646599,0.315978889668433,0.0573275333531995,Omnivore,"NA",FALSE,LC,Palearctic,1,1,1
Saroglossa spilopterus,1,0,-0.061398877533551,-0.144525487561364,0.102665562448205,0.124400358401758,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Sarcops calvus,1,1,1.36495251143437,-0.0155073295138275,-0.0434954742109555,-0.0365787182224167,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Sturnus vulgaris,56,46,0.623987089175668,-0.186795552020404,0.243600109568811,-0.0652861792971564,Omnivore,"NA",FALSE,LC,Palearctic,1,1,1
Acridotheres fuscus,17,10,0.780108705672496,0.00165623026337336,0.099003534763402,0.0163390453884615,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Gracupica contra,20,18,0.837292616189626,-0.327526976285404,0.313031265140107,-0.0370812090556354,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Pastor roseus,14,11,0.423066962373929,0.149291057472051,0.237906895777406,-0.0465865060617095,Omnivore,"NA",FALSE,LC,Palearctic,1,1,1
Callocephalon fimbriatum,2,1,2.74773805673552,-0.775519591595304,-1.05976863085397,0.748489936837585,Omnivore,"NA",FALSE,LC,Australian,8,7,8
Cacatua galerita,4,2,4.18109131563777,-0.698632917455683,-0.903933406127153,0.333097086849757,Omnivore,"NA",FALSE,LC,Australian,8,7,169
Corythaixoides leucogaster,1,0,2.15624478291811,0.690315998165682,-0.865547297257382,-0.375833004853788,Omnivore,"NA",FALSE,LC,Afrotropic,5,1,5
Numida meleagris,8,2,3.74279784371466,0.934328143858987,0.172332116304589,0.39821518522293903,Omnivore,"NA",FALSE,LC,Afrotropic,2,2,2
Guttera pucherani,1,0,3.88250086641306,0.58499941871023,0.184963288503651,0.287035042043516,Omnivore,"NA",FALSE,LC,Afrotropic,2,2,2
Alophoixus phaeocephalus,1,0,-0.332517098997349,-0.206866143243565,-0.269848061198795,-0.0808866207466041,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Alophoixus finschii,1,0,-0.851583750302541,-0.157942855697933,-0.210604500671364,-0.0134248495813982,Omnivore,"NA",FALSE,NT,Indo_Malay,1,1,1
Hypsipetes madagascariensis,1,1,0.0164870375837251,-0.224569280526921,-0.11861195617701,-0.183015852848226,Omnivore,"NA",FALSE,LC,Madagascar,1,1,1
Pycnonotus aurigaster,10,6,-0.391544299409512,0.356527534911237,-0.0647301904709047,-0.155969315721594,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Tricholestes criniger,1,0,-1.38882203605303,-0.0382905256252608,-0.106352359526234,-0.146685702795142,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Hemixos cinereus,2,0,-0.52094017316233,0.0455955179952747,-0.19629024141017,-0.292971246238162,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Iole indica,3,0,-0.522813263183124,-0.0675372725116949,-0.203664765387093,-0.265375628852817,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Alophoixus bres,2,0,-0.13877150284138,-0.314055184965278,-0.279775737574119,-0.0805169034650388,Omnivore,"NA",FALSE,VU,Indo_Malay,1,1,1
Pycnonotus blanfordi,1,1,-0.711725538148584,0.339230507008031,-0.101077122939294,-0.193125685052015,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Ixos mcclellandii,5,1,-0.219262875665647,-0.316381834773191,-0.278434265119619,-0.506925100311215,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Pycnonotus cafer,27,27,-0.24876669236473,0.221191619286784,-0.145606419869214,-0.206239561225424,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Pycnonotus leucotis,7,4,-0.842911099898605,0.337741261046216,-0.281331029935372,-0.150570615828031,Omnivore,"NA",FALSE,LC,Palearctic,1,1,1
Spizixos canifrons,1,0,-0.279629233842092,0.38443662540685,-0.51162514235985,0.172224008719324,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Iole propinqua,1,0,-0.710072226109776,-0.106601272251885,-0.260182688928733,-0.164045655357364,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Pycnonotus leucogenys,2,2,-0.530795562539994,0.391256298546383,-0.176088775162623,-0.296618110763899,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Pycnonotus goiavier,7,7,-0.661477826384363,0.0453657346335075,-0.150426766813175,-0.204816837046187,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Pycnonotus jocosus,30,17,-0.67773797137386,0.238257512265178,-0.264192625394826,-0.199707255288581,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Pycnonotus finlaysoni,3,1,-0.890205575036363,0.182808587529906,-0.227388612484372,-0.134641126671689,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Hemixos flavala,2,0,-0.52094017316233,0.0455955179952747,-0.19629024141017,-0.292971246238162,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Spizixos semitorques,8,6,-0.341294562076156,0.295453455047534,-0.62281028048569,0.226353262548379,Omnivore,"NA",FALSE,LC,Palearctic,1,1,1
Chlorocichla flaviventris,2,0,-0.165397243203974,0.0644842216933497,-0.248535594940624,-0.229333834167649,Omnivore,"NA",FALSE,LC,Afrotropic,1,1,1
Pycnonotus capensis,1,1,-0.428262011444692,0.292233578351192,-0.0592442223077403,-0.276316939399496,Omnivore,"NA",FALSE,LC,Afrotropic,1,1,1
Pycnonotus striatus,1,0,-0.158743105407302,0.308834179178476,-0.119186259856088,-0.230830138685955,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Aulacorhynchus sulcatus,1,1,2.4552964532768,-1.59759740898089,-0.140960831269397,0.175448912331812,Omnivore,"NA",FALSE,LC,Neotropic,16,15,20
Lophoceros fasciatus,2,1,3.60179101511665,-1.76032931552627,-0.753814456309853,-0.275375870453033,Omnivore,"NA",FALSE,LC,Afrotropic,18,17,22
Lophoceros alboterminatus,3,0,3.28730180841478,-1.66942403980299,-0.768877967373903,-0.202364214449886,Omnivore,"NA",FALSE,LC,Afrotropic,18,17,22
Berenicornis comatus,1,0,5.78907469542583,-1.60853982216705,-0.684022591589068,-0.263828814641517,Omnivore,"NA",FALSE,EN,Indo_Malay,12,11,151
Prunella ocularis,1,0,-1.28713975581457,0.481082858719466,-0.0459179393709951,-0.0862114107506905,Omnivore,"NA",FALSE,LC,Palearctic,1,1,1
Prunella immaculata,2,0,-1.27651888231063,0.381597547663125,-0.0303476003232058,-0.0669585310809212,Omnivore,"NA",FALSE,LC,Palearctic,1,1,1
Bombycilla garrulus,14,4,-0.17747486377125,0.513814216739973,-0.129575731576771,0.248829063191117,Omnivore,"NA",FALSE,LC,Palearctic,1,1,1
Alectura lathami,1,1,4.58528179717918,0.926474705729659,0.0564176672394963,0.0961904381848897,Omnivore,"NA",FALSE,LC,Australian,2,2,2
Turnix varius,2,0,-0.0603192175572027,0.753475878508024,0.538862973827403,0.364743190950835,Omnivore,"NA",FALSE,LC,Australian,1,1,1
Turnix suscitator,23,3,-0.710867241424997,0.52735658271477,0.817481196427732,0.588944707033749,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Turnix ocellatus,1,0,0.154199532751841,0.613993052874104,0.852817041824725,0.639425773823478,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Turnix nigricollis,1,0,-0.847982966512074,0.972916658790162,0.849021970141244,0.332394972762115,Omnivore,"NA",FALSE,LC,Madagascar,1,1,1
Turnix sylvaticus,1,0,-0.772062377792536,0.850171587896661,0.673121624554029,0.0986477207139192,Omnivore,"NA",FALSE,LC,Afrotropic,1,1,1
Dacelo novaeguineae,2,2,3.23757112312679,-1.25354343951958,-0.409421676122494,0.191525371418588,Omnivore,"NA",FALSE,LC,Australian,18,17,138
Halcyon coromanda,7,0,1.26271936971066,-1.73568509677935,-0.0137563984519226,0.399769939053297,Omnivore,"NA",FALSE,LC,Indo_Malay,25,1,36
Halcyon smyrnensis,37,34,1.46875744927229,-1.69660206940005,-0.0474445492872105,0.178045609107837,Omnivore,"NA",FALSE,LC,Indo_Malay,15,14,19
Halcyon gularis,1,1,1.46875744927229,-1.69660206940005,-0.0474445492872105,0.178045609107837,Omnivore,"NA",FALSE,LC,Indo_Malay,25,1,36
Chloropsis cochinchinensis,2,1,-0.916789911545296,-0.0510569060789585,-0.0236937145114148,-0.239111383027256,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Chloropsis sonnerati,2,0,-0.0100876899840763,-0.271369761882106,0.0871218496978406,-0.0854402996293138,Omnivore,"NA",FALSE,EN,Indo_Malay,1,1,1
Chloropsis jerdoni,10,1,-0.779341378018596,-0.166196370798333,-0.0249595049572225,-0.303487449477547,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
