presence_ratio,pc1,pc2,pc3,pc4,species_count
0.0,0.531166249352514,-1.065412189236508,-0.586122423305113,-0.76220653926968851,2
0.0,5.47523130810683,-2.27758566255526,-0.764027776192452,-0.154797633317711,1
0.0,-2.77537454847579,0.396774019565406,-0.787712157949,0.368141059002241,1
0.0,4.13918557006175,0.00764744716255161,0.608141876518371,0.919179875852343,1
0.0,4.20355982254884,-0.810696707818007,0.689161824959141,-0.400343117923063,1
0.0,5.35429676814317,0.778239131865585,0.125444962846168,0.457459856819588,1
0.0,2.39090440150323,0.649186543872773,-0.382545925235891,-0.283133500665667,1
0.0,3.9176809699543451,0.94844911933088039,0.035527171811595822,0.09861709904854718,4
0.0,-0.394714692522457,-1.11231005399085,0.440441547021805,-0.284420105074531,1
0.0,4.33381463324698,-1.21396558333783,-0.130920307696324,0.550799871997887,1
0.0,-3.53822918181726,0.642493465926308,-0.454347074542563,0.278321159761817,1
0.0,3.9549663802232748,-0.32747292772248049,0.66219068025832306,-0.000674327369703992,2
0.0,-4.23127930372598,-0.843213625210569,0.817821716782389,-0.16190028005205,1
0.0,-1.85684324817217,-1.24000146742231,0.452929566510812,-1.26856015939935,1
0.0,1.31931418199984,-1.22100809075252,-0.786161513680638,-0.214419936565205,1
0.0,0.06919748660677949,0.95872238158061007,-0.969753877581026,-1.42467366436188,2
0.0,-0.867058685212044,-1.63601945479136,0.67218233379301,0.814564533729672,1
0.0,6.1772537378072734,-1.9536095025235,-0.46436122581564632,-0.049738074704630764,3
0.0,2.98305341528795,0.187147137028806,-0.0894161368330634,-0.150026003044374,1
0.0,2.79094648783016,-0.801236143131666,-1.35242094838172,0.343398377131638,1
0.0,-4.0364831208355,0.088460758887326,0.487478250266087,-0.710896172801761,1
0.0,-0.490853095091639,-0.458494414165341,-1.27451776938241,-0.782554953603513,1
0.0,2.4951060163387,-1.6154506055385,-0.208231484404682,0.349803596119939,1
0.0,2.1557057112854934,-0.14937120981325974,0.36578694173722065,0.46612705773037433,3
0.0,0.83830749414509143,0.79958787731209857,0.19158155185601988,0.41773626742310505,4
0.0,2.40435083093652,0.729784673711998,-0.55239464767337,-0.867790903432394,1
0.0,2.08852683503476,0.285482270940315,-0.223816599457439,0.130594333396805,1
0.0,1.76921251156929,0.285283413190265,-0.15178054396016918,0.56783052926699651,2
0.0,0.419984894411087,-1.37142940214902,-0.608135023335367,-1.27012813755843,1
0.0,1.52229125508851,-1.47271388845842,-0.252982302110806,0.400260736280625,1
0.0,-1.02910245117284,-1.66538429630975,0.427644214152946,0.534061789091415,1
0.0,6.85473298239256,0.435863719987983,0.343018056676793,-0.625199066166069,1
0.0,3.52032746690764,0.856920565706961,-0.610910302901029,-0.385997053720152,1
0.0,3.16032717572231,0.47576726830425703,-0.409855260572377,-0.074539979954595131,3
0.0,-0.20583201356876,-1.05492038339129,0.667135358955071,-1.09011961675799,1
0.0,-3.30093739271777,1.01146388348047,-0.223788467401953,0.156168298016102,1
0.0,3.06305006925112,0.590637292480521,-0.154666446828004,0.0929967610462878,1
0.0,2.69233612272483,0.423293716226365,-0.404497619375516,0.0208352475415008,1
0.0,2.13148074784678,-2.02545213973998,-0.514027860475702,-0.182163686496521,1
0.0,-1.91906702999092,0.4698770832554055,1.0910415905410049,0.61030687626501445,2
0.0,1.53266700243022,0.46702710756484,-0.525453709292317,0.0820603831563504,1
0.0,2.08851744319728,0.810610536877491,-0.174527027301029,0.351074933168365,1
0.0,2.8047682017164952,0.83296547647138,-0.2798133822978735,-0.22053438308565798,2
0.0,-0.210575891686253,-1.68400927282182,0.579948567797315,-0.418039112062518,1
0.0,2.72140620871356,-1.38325574990348,1.28680151024886,-0.0987516626990359,1
0.0,2.4310793496871077,-1.7942912684338375,-0.28300180851907353,0.31461997846033363,8
0.0,-2.32686802287023,-1.28121968204339,0.757414778342026,0.170820799780872,1
0.0,5.78907469542583,-1.60853982216705,-0.684022591589068,-0.263828814641517,1
