"LOCALITY_ID","SAMPLE_ID"
"L5448435","1"
"L3328250","1"
"L2648992","1"
"L3468531","1"
"L3571664","1"
"L10092674","1"
"L5635837","1"
"L6323283","1"
"L3608903","1"
"L4239986","1"
"L3599253","1"
"L8710514","1"
"L7393538","1"
"L2019117","1"
"L1935205","1"
"L3231375","1"
"L2638829","1"
"L4018159","1"
"L3892081","1"
"L2666940","1"
"L2472492","1"
"L4097935","1"
"L5413202","1"
"L3770708","1"
"L3202489","1"
"L3229231","1"
"L2596642","1"
"L5123362","1"
"L8013705","1"
"L11895886","1"
"L5122591","1"
"L10539463","1"
"L2354294","1"
"L5515086","1"
"L4347809","1"
"L4639483","1"
"L3002378","1"
"L4672350","1"
"L9973781","1"
"L9844802","1"
"L3223862","1"
"L9241536","1"
"L8364238","1"
"L5549199","1"
"L4934653","1"
"L7173187","1"
"L8871927","1"
"L8210678","1"
"L7853838","1"
"L6081908","1"
"L8278388","1"
"L7173229","1"
"L4982209","1"
"L5095826","1"
"L7173261","1"
"L8612406","1"
"L5767290","1"
"L8392237","1"
"L3277988","1"
"L5422275","1"
"L7173158","1"
"L5422263","1"
"L8524914","1"
"L10185186","1"
"L8661464","1"
"L5247392","1"
"L4979187","1"
"L5422255","1"
"L3398900","1"
"L5422252","1"
"L11177516","1"
"L5422276","1"
"L5628369","1"
"L8070861","1"
"L7022852","1"
"L6860096","1"
"L8240633","1"
"L5422269","1"
"L5422266","1"
"L8612947","1"
"L4186775","1"
"L8401123","1"
"L3265316","1"
"L5878914","1"
"L5243283","1"
"L6942712","1"
"L8216838","1"
"L3558864","1"
"L8207151","1"
"L3267897","1"
"L5227001","1"
"L3557203","1"
"L2872056","1"
"L8228382","1"
"L7980583","1"
"L7896931","1"
"L5135988","1"
"L2146209","1"
"L8202972","1"
"L4952662","1"
"L4138227","1"
"L4200444","1"
"L5727507","1"
"L4409455","1"
"L3867198","1"
"L1068940","1"
"L1105970","1"
"L1032356","1"
"L1793797","1"
"L1122796","1"
"L4876659","1"
"L7218563","1"
"L2573090","1"
"L4581206","1"
"L1833776","1"
"L2379335","1"
"L4858397","1"
"L3146453","1"
"L4876671","1"
"L4414431","1"
"L921168","1"
"L1110063","1"
"L3554521","1"
"L946060","1"
"L2525502","1"
"L5536522","1"
"L1080143","1"
"L8260290","1"
"L1899347","1"
"L4389225","1"
"L5745308","1"
"L5860821","1"
"L8187154","1"
"L6169473","1"
"L6832391","1"
"L2564461","1"
"L6066590","1"
"L5506966","1"
"L6946122","1"
"L5483065","1"
"L4618487","1"
"L7834120","1"
"L3589193","1"
"L5559298","1"
"L3185180","1"
"L3186862","1"
"L5146091","1"
"L5997184","1"
"L5608118","1"
"L8491250","1"
"L6066367","1"
"L8920195","1"
"L5270659","1"
"L1509300","1"
"L5282984","1"
"L1509312","1"
"L1375180","1"
"L2361473","1"
"L2322944","1"
"L5049461","1"
"L1523741","1"
"L1904994","1"
"L1260992","1"
"L9840676","1"
"L5459196","1"
"L1371574","1"
"L1651873","1"
"L4363018","1"
"L5184595","1"
"L2264188","1"
"L6289414","1"
"L3610088","1"
"L6516266","1"
"L11058716","1"
"L7866261","1"
"L1747600","1"
"L5056420","1"
"L7246369","1"
"L1663832","1"
"L1489579","1"
"L4122879","1"
"L3966593","1"
"L7076605","1"
"L1082388","1"
"L10801208","1"
"L5652942","1"
"L5796709","1"
"L1163982","1"
"L2965859","1"
"L586477","1"
"L4889066","1"
"L4331827","1"
"L818230","1"
"L820515","1"
"L4408461","1"
"L5108249","1"
"L764103","1"
"L4463559","1"
"L820584","1"
"L1003190","1"
"L908180","1"
"L3258994","1"
"L2475684","1"
"L5145585","1"
"L716168","1"
"L3254641","1"
"L5158917","1"
"L2245523","1"
"L2450783","1"
"L241906","1"
"L6351012","1"
"L940460","1"
"L2490021","1"
"L660898","1"
"L469984","1"
"L1049677","1"
"L3975048","1"
"L859942","1"
"L1829901","1"
"L1830072","1"
"L7186031","1"
"L715140","1"
"L2605358","1"
"L3246884","1"
"L1296456","1"
"L1027383","1"
"L592046","1"
"L6524344","1"
"L8414895","1"
"L451055","1"
"L8115295","1"
"L458123","1"
"L1289621","1"
"L235486","1"
"L3386255","1"
"L506275","1"
"L895775","1"
"L802199","1"
"L3915792","1"
"L716317","1"
"L1909774","1"
"L7493482","1"
"L578613","1"
"L6253322","1"
"L1100574","1"
"L2064579","1"
"L3137875","1"
"L563989","1"
"L3874343","1"
"L4099746","1"
"L598700","1"
"L2930223","1"
"L6500562","1"
"L631083","1"
"L2123841","1"
"L2474265","1"
"L958619","1"
"L1341268","1"
"L445611","1"
"L469000","1"
"L6429438","1"
"L2067120","1"
"L820519","1"
"L820619","1"
"L716313","1"
"L2518569","1"
"L586792","1"
"L2054950","1"
"L4825717","1"
"L628823","1"
"L526374","1"
"L871226","1"
"L1779056","1"
"L6983693","1"
"L2286633","1"
"L7154963","1"
"L4928107","1"
"L2566412","1"
"L867556","1"
"L3290625","1"
"L209171","1"
"L1532020","1"
"L2066083","1"
"L4525568","1"
"L698153","1"
"L1451065","1"
"L4410967","1"
"L3503035","1"
"L1313326","1"
"L4095032","1"
"L4717133","1"
"L469003","1"
"L1078012","1"
"L10369368","1"
"L3986607","1"
"L635454","1"
"L867554","1"
"L167991","1"
"L721848","1"
"L1359445","1"
"L1238726","1"
"L1069566","1"
"L947059","1"
"L1989101","1"
"L8812777","1"
"L300800","1"
"L4752305","1"
"L719168","1"
"L802201","1"
"L3480360","1"
"L3246570","1"
"L586475","1"
"L6482983","1"
"L774495","1"
"L1159194","1"
"L8317302","1"
"L5154008","1"
"L1885077","1"
"L719263","1"
"L815568","1"
"L1415317","1"
"L818231","1"
"L1864557","1"
"L8239301","1"
"L1096830","1"
"L5725693","1"
"L5225889","1"
"L899680","1"
"L718197","1"
"L2749423","1"
"L771880","1"
"L1267069","1"
"L2477057","1"
"L8757792","1"
"L7441057","1"
"L6455049","1"
"L2480798","1"
"L9437320","1"
"L4710501","1"
"L802669","1"
"L2475903","1"
"L5600150","1"
"L831447","1"
"L3188396","1"
"L2066077","1"
"L247953","1"
"L8294343","1"
"L3109841","1"
"L1984826","1"
"L760845","1"
"L788021","1"
"L3592657","1"
"L1361766","1"
"L802943","1"
"L5653686","1"
"L2083999","1"
"L11949732","1"
"L3347000","1"
"L4023801","1"
"L6655531","1"
"L3215932","1"
"L1415315","1"
"L6129303","1"
"L1822379","1"
"L2165781","1"
"L1988052","1"
"L5374673","1"
"L3199493","1"
"L3289168","1"
"L6946870","1"
"L6338443","1"
"L801712","1"
"L724385","1"
"L3150506","1"
"L966713","1"
"L1284797","1"
"L827977","1"
"L725247","1"
"L1440605","1"
"L1023253","1"
"L1444827","1"
"L6301438","1"
"L2416380","1"
"L464545","1"
"L3253545","1"
"L719170","1"
"L777521","1"
"L845761","1"
"L208705","1"
"L821750","1"
"L2723578","1"
"L757716","1"
"L1274317","1"
"L731118","1"
"L1098145","1"
"L879387","1"
"L8288052","1"
"L10263423","1"
"L764098","1"
"L231604","1"
"L4048842","1"
"L859369","1"
"L725175","1"
"L831974","1"
"L10419793","1"
"L6339334","1"
"L2475687","1"
"L10241038","1"
"L4105778","1"
"L686898","1"
"L990039","1"
"L1049634","1"
"L634095","1"
"L1906646","1"
"L1111067","1"
"L1135995","1"
"L761141","1"
"L715898","1"
"L739066","1"
"L386081","1"
"L2187145","1"
"L867552","1"
"L4375892","1"
"L1048992","1"
"L5397113","1"
"L4548215","1"
"L1028225","1"
"L3269997","1"
"L8053104","1"
"L796467","1"
"L2023619","1"
"L6464367","1"
"L771882","1"
"L6500581","1"
"L302217","1"
"L802200","1"
"L718195","1"
"L715890","1"
"L7519605","1"
"L799306","1"
"L1124218","1"
"L631089","1"
"L4616145","1"
"L1893357","1"
"L5147066","1"
"L560882","1"
"L1440594","1"
"L1837824","1"
"L511864","1"
"L3184009","1"
"L3558159","1"
"L3675490","1"
"L8341990","1"
"L2965254","1"
"L1408164","1"
"L9884311","1"
"L4408441","1"
"L247085","1"
"L5403306","1"
"L3385841","1"
"L7520148","1"
"L246035","1"
"L6366278","1"
"L739062","1"
"L6560590","1"
"L821758","1"
"L802205","1"
"L2253895","1"
"L6430011","1"
"L4388497","1"
"L3288879","1"
"L820923","1"
"L854540","1"
"L8378724","1"
"L2730971","1"
"L802202","1"
"L1768107","1"
"L1887628","1"
"L3300802","1"
"L3968561","1"
"L2390732","1"
"L192625","1"
"L1743214","1"
"L1901698","1"
"L5139570","1"
"L5158919","1"
"L5148953","1"
"L3336970","1"
"L8335676","1"
"L2935359","1"
"L2787699","1"
"L794370","1"
"L6248867","1"
"L718190","1"
"L716363","1"
"L1882554","1"
"L1345683","1"
"L3255162","1"
"L1955445","1"
"L961707","1"
"L966711","1"
"L857239","1"
"L634099","1"
"L5239395","1"
"L7658496","1"
"L8833847","1"
"L3928507","1"
"L10064094","1"
"L7023675","1"
"L6230717","1"
"L5627898","1"
"L5153180","1"
"L4034192","1"
"L715897","1"
"L3172102","1"
"L3309873","1"
"L2609414","1"
"L3250437","1"
"L2930709","1"
"L9228729","1"
"L1332848","1"
"L3297222","1"
"L1879869","1"
"L3918455","1"
"L2110688","1"
"L6923717","1"
"L2822690","1"
"L6072612","1"
"L1190942","1"
"L4232180","1"
"L3137433","1"
"L2911876","1"
"L3158110","1"
"L4963236","1"
"L10697622","1"
"L1122910","1"
"L3148470","1"
"L4278014","1"
"L11555142","1"
"L3357615","1"
"L1968066","1"
"L4268544","1"
"L4284983","1"
"L4836352","1"
"L9944478","1"
"L3144727","1"
"L9800954","1"
"L5482849","1"
"L7899446","1"
"L8052015","1"
"L4240282","1"
"L959013","1"
"L8083407","1"
"L2573939","1"
"L3994429","1"
"L6438347","1"
"L3922247","1"
"L2667304","1"
"L2308980","1"
"L1815358","1"
"L2293263","1"
"L5159947","1"
"L503814","1"
"L4056700","1"
"L4342126","1"
"L4818767","1"
"L6994379","1"
"L4727189","1"
"L2418117","1"
"L1107515","1"
"L6482577","1"
"L5043245","1"
"L2281750","1"
"L1699588","1"
"L1272704","1"
"L1107525","1"
"L4871355","1"
"L1017789","1"
"L930421","1"
"L2091086","1"
"L2387165","1"
"L2322432","1"
"L1757949","1"
"L3108720","1"
"L2091285","1"
"L5298462","1"
"L1122065","1"
"L4538008","1"
"L2150867","1"
"L4938756","1"
"L1123077","1"
"L4347183","1"
"L933615","1"
"L1480278","1"
"L5676990","1"
"L2871108","1"
"L3630463","1"
"L4956809","1"
"L3235008","1"
"L3353044","1"
"L10681365","1"
"L3240252","1"
"L6809757","1"
"L5441720","1"
"L5445333","1"
"L4278216","1"
"L1039306","1"
"L9318166","1"
"L7511517","1"
"L956644","1"
"L938388","1"
"L8120555","1"
"L4152791","1"
"L4775644","1"
"L10042193","1"
"L8165956","1"
"L4026088","1"
"L2038511","1"
"L6854669","1"
"L5465777","1"
"L8201868","1"
"L11198845","1"
"L1402306","1"
"L7051080","1"
"L939893","1"
"L4828722","1"
"L939896","1"
"L2489870","1"
"L7197368","1"
"L1765241","1"
"L939855","1"
"L8055104","1"
"L1066696","1"
"L9004547","1"
"L11283771","1"
"L3902986","1"
"L3355039","1"
"L6869251","1"
"L6777081","1"
"L1019878","1"
"L7577685","1"
"L6823030","1"
"L10714786","1"
"L10998709","1"
"L5266959","1"
"L954224","1"
"L3681809","1"
"L3947300","1"
"L1006681","1"
"L3861168","1"
"L1107441","1"
"L1272013","1"
"L2473480","1"
"L3444730","1"
"L3012710","1"
"L1800098","1"
"L8201762","1"
"L4523466","1"
"L7956135","1"
"L1000253","1"
"L929827","1"
"L2410176","1"
"L6820003","1"
"L8549907","1"
"L6047902","1"
"L1777790","1"
"L924629","1"
"L6802076","1"
"L4148152","1"
"L919558","1"
"L3736127","1"
"L12091657","1"
"L939128","1"
"L5441874","1"
"L8002152","1"
"L939890","1"
"L4112975","1"
"L10517254","1"
"L958247","1"
"L10773484","1"
"L8877517","1"
"L3795957","1"
"L5655042","1"
"L2958232","1"
"L1236726","1"
"L1973820","1"
"L7264565","1"
"L2370965","1"
"L1014892","1"
"L6996882","1"
"L5803024","1"
"L6331895","1"
"L8895020","1"
"L3886029","1"
"L3578101","1"
"L2083779","1"
"L4622394","1"
"L4041872","1"
"L3882276","1"
"L2575016","1"
"L1026678","1"
"L1122086","1"
"L3341477","1"
"L3278538","1"
"L8841233","1"
"L10476140","1"
"L5400834","1"
"L4755556","1"
"L933099","1"
"L3670831","1"
"L2082952","1"
"L11013005","1"
"L5432773","1"
"L2755785","1"
"L1349703","1"
"L9985262","1"
"L1044869","1"
"L3797797","1"
"L3331194","1"
"L1344841","1"
"L3020442","1"
"L2465890","1"
"L945563","1"
"L4667106","1"
"L9812632","1"
"L9128669","1"
"L10480387","1"
"L4409065","1"
"L5987427","1"
"L8192676","1"
"L4552549","1"
"L2670764","1"
"L3215379","1"
"L1869682","1"
"L4784213","1"
"L8238966","1"
"L3625308","1"
"L7323456","1"
"L894908","1"
"L3228745","1"
"L2416696","1"
"L4077722","1"
"L4397562","1"
"L2417227","1"
"L900887","1"
"L1856267","1"
"L4549783","1"
"L3641151","1"
"L759867","1"
"L4287650","1"
"L4476891","1"
"L8005942","1"
"L905568","1"
"L7135064","1"
"L1823121","1"
"L3882967","1"
"L2077054","1"
"L10765744","1"
"L8476248","1"
"L1286433","1"
"L8061764","1"
"L8167164","1"
"L7898362","1"
"L1918967","1"
"L8100941","1"
"L2088526","1"
"L2268229","1"
"L1040871","1"
"L1099403","1"
"L1103236","1"
"L2092552","1"
"L10094876","1"
"L4833405","1"
"L1926744","1"
"L1926747","1"
"L5139201","1"
"L762620","1"
"L5608316","1"
"L5967236","1"
"L4836673","1"
"L5411765","1"
"L5312386","1"
"L3072258","1"
"L704452","1"
"L5287433","1"
"L7094122","1"
"L9497246","1"
"L482281","1"
"L5131686","1"
"L7224257","1"
"L7423786","1"
"L3122691","1"
"L8794802","1"
"L774555","1"
"L7803832","1"
"L3055699","1"
"L3583663","1"
"L5274002","1"
"L5496289","1"
"L7829582","1"
"L980718","1"
"L9502978","1"
"L6034997","1"
"L6323989","1"
"L7382460","1"
"L1643984","1"
"L6126515","1"
"L5419165","1"
"L6088847","1"
"L5274009","1"
"L3914417","1"
"L3086280","1"
"L7640428","1"
"L7795287","1"
"L660240","1"
"L799890","1"
"L4863263","1"
"L2692233","1"
"L6230052","1"
"L3373472","1"
"L4546015","1"
"L6830421","1"
"L4861681","1"
"L6431633","1"
"L2963177","1"
"L7317396","1"
"L10570591","1"
"L3915064","1"
"L5754057","1"
"L3481561","1"
"L7035104","1"
"L7694951","1"
"L6333296","1"
"L6354865","1"
"L6181693","1"
"L3651788","1"
"L5206222","1"
"L2272673","1"
"L5216312","1"
"L6229654","1"
"L4871483","1"
"L4972752","1"
"L6373750","1"
"L3262953","1"
"L8198899","1"
"L10146360","1"
"L7908722","1"
"L1009605","1"
"L4205097","1"
"L7720572","1"
"L3290068","1"
"L6333288","1"
"L5123822","1"
"L6717264","1"
"L3290071","1"
"L2478504","1"
"L2434471","1"
"L7025652","1"
"L5243736","1"
"L6352391","1"
"L6654139","1"
"L9137567","1"
"L8125057","1"
"L7719196","1"
"L4555685","1"
"L6690291","1"
"L957666","1"
"L920941","1"
"L6701409","1"
"L5529329","1"
"L6772140","1"
"L1966910","1"
"L1896754","1"
"L5422751","1"
"L5396542","1"
"L6674881","1"
"L1917161","1"
"L7205764","1"
"L8524935","1"
"L1140794","1"
"L1525454","1"
"L2063885","1"
"L6786549","1"
"L6675377","1"
"L5625309","1"
"L1749552","1"
"L6342047","1"
"L2925569","1"
"L6674777","1"
"L5234698","1"
"L6681506","1"
"L10946641","1"
"L4229271","1"
"L5395271","1"
"L6696091","1"
"L5395870","1"
"L11121186","1"
"L955387","1"
"L5395277","1"
"L6699495","1"
"L9160713","1"
"L5748794","1"
"L1416996","1"
"L1967049","1"
"L1743720","1"
"L6678637","1"
"L7285280","1"
"L5126465","1"
"L6656786","1"
"L957598","1"
"L6681430","1"
"L2701162","1"
"L927941","1"
"L1484347","1"
"L6801942","1"
"L4815500","1"
"L2704124","1"
"L6674839","1"
"L2055415","1"
"L4022065","1"
"L5749233","1"
"L2376487","1"
"L4435184","1"
"L3953249","1"
"L2467798","1"
"L5423945","1"
"L2915869","1"
"L1150186","1"
"L5677218","1"
"L2596854","1"
"L2390994","1"
"L2410438","1"
"L1095293","1"
"L2392699","1"
"L3309749","1"
"L8810692","1"
"L2932548","1"
"L2603807","1"
"L9637017","1"
"L7505215","1"
"L2608345","1"
"L8221536","1"
"L4869435","1"
"L7869424","1"
"L10955299","1"
"L6493561","1"
"L5974073","1"
"L5171901","1"
"L4070750","1"
"L8226312","1"
"L2722364","1"
"L4042897","1"
"L7308454","1"
"L4760574","1"
"L6533584","1"
"L6124561","1"
"L4535178","1"
"L6213052","1"
"L7011772","1"
"L3979393","1"
"L1139116","1"
"L6798164","1"
"L8243477","1"
"L5284193","1"
"L10063580","1"
"L4434105","1"
"L5582827","1"
"L10381388","1"
"L6959664","1"
"L5169031","1"
"L8907936","1"
"L8894713","1"
"L8245096","1"
"L9542732","1"
"L4150259","1"
"L4941567","1"
"L10957122","1"
"L4248429","1"
"L11306271","1"
"L4042917","1"
"L5091568","1"
"L6239393","1"
"L8197197","1"
"L6314073","1"
"L4373704","1"
"L10249012","1"
"L9873036","1"
"L4679861","1"
"L5511034","1"
"L6266541","1"
"L9118807","1"
"L3918916","1"
"L2018886","1"
"L10165043","1"
"L5930036","1"
"L8243436","1"
"L10295447","1"
"L6480841","1"
"L8245008","1"
"L8859709","1"
"L9118952","1"
"L2578040","1"
"L225655","1"
"L4351584","1"
"L8648880","1"
"L3197145","1"
"L1666354","1"
"L621234","1"
"L5573764","1"
"L7920142","1"
"L5071541","1"
"L2975110","1"
"L1571841","1"
"L143084","1"
"L1017638","1"
"L127421","1"
"L840435","1"
"L554623","1"
"L5296122","1"
"L3932939","1"
"L494919","1"
"L5101881","1"
"L2926146","1"
"L2058275","1"
"L578784","1"
"L3954218","1"
"L2793571","1"
"L1364250","1"
"L127417","1"
"L4332644","1"
"L835243","1"
"L6324932","1"
"L835315","1"
"L2588958","1"
"L992094","1"
"L241457","1"
"L1669570","1"
"L3486936","1"
"L251010","1"
"L1847195","1"
"L3172922","1"
"L3185665","1"
"L1109964","1"
"L7666135","1"
"L1672227","1"
"L588392","1"
"L9926527","1"
"L3515034","1"
"L3388689","1"
"L2975878","1"
"L1306908","1"
"L1773796","1"
"L659092","1"
"L5744252","1"
"L3245938","1"
"L816889","1"
"L3362129","1"
"L6309312","1"
"L458792","1"
"L8697830","1"
"L3127264","1"
"L251012","1"
"L3438972","1"
"L627305","1"
"L637187","1"
"L5656598","1"
"L3140459","1"
"L6312728","1"
"L3150320","1"
"L127427","1"
"L8245856","1"
"L3182671","1"
"L1441968","1"
"L839132","1"
"L1790190","1"
"L5960906","1"
"L7028650","1"
"L2844154","1"
"L880422","1"
"L7872424","1"
"L2155438","1"
"L578436","1"
"L2798021","1"
"L242135","1"
"L2453267","1"
"L7235386","1"
"L3263686","1"
"L280708","1"
"L588390","1"
"L2084413","1"
"L7156831","1"
"L1642615","1"
"L127425","1"
"L637204","1"
"L3489176","1"
"L8391904","1"
"L1982452","1"
"L631602","1"
"L3994507","1"
"L4963637","1"
"L7463553","1"
"L3216407","1"
"L1662348","1"
"L3978544","1"
"L2501609","1"
"L3637615","1"
"L779318","1"
"L4541493","1"
"L6961526","1"
"L3062604","1"
"L1838382","1"
"L4152078","1"
"L483824","1"
"L4467672","1"
"L376633","1"
"L1293707","1"
"L3637479","1"
"L200830","1"
"L4102385","1"
"L1773492","1"
"L774942","1"
"L1940410","1"
"L9671945","1"
"L1512409","1"
"L4780049","1"
"L1236915","1"
"L714849","1"
"L4230553","1"
"L5396014","1"
"L5584024","1"
"L2587979","1"
"L613962","1"
"L5082053","1"
"L3319953","1"
"L4033938","1"
"L6268753","1"
"L1053228","1"
"L225752","1"
"L2652888","1"
"L8207993","1"
"L3274775","1"
"L971394","1"
"L911113","1"
"L870652","1"
"L5792764","1"
"L4541961","1"
"L1438736","1"
"L1823974","1"
"L127416","1"
"L504306","1"
"L2723428","1"
"L3238963","1"
"L3998307","1"
"L2416944","1"
"L7913511","1"
"L588345","1"
"L614607","1"
"L5251939","1"
"L1444963","1"
"L614796","1"
"L1161428","1"
"L805725","1"
"L1626928","1"
"L127415","1"
"L1864712","1"
"L8926451","1"
"L5858488","1"
"L4044113","1"
"L8963426","1"
"L3515671","1"
"L578423","1"
"L2382129","1"
"L483302","1"
"L578833","1"
"L712370","1"
"L7228082","1"
"L2824594","1"
"L3820090","1"
"L3975622","1"
"L1282387","1"
"L2041460","1"
"L2102274","1"
"L3002389","1"
"L1060408","1"
"L127414","1"
"L2272583","1"
"L1739989","1"
"L4172903","1"
"L712361","1"
"L127418","1"
"L3921477","1"
"L5643565","1"
"L1672316","1"
"L246929","1"
"L502311","1"
"L1839509","1"
"L3097045","1"
"L4229923","1"
"L10102650","1"
"L291732","1"
"L2630894","1"
"L871413","1"
"L1843060","1"
"L714124","1"
"L685944","1"
"L8717038","1"
"L8167732","1"
"L2646425","1"
"L1288411","1"
"L8719839","1"
"L682100","1"
"L5252972","1"
"L6717895","1"
"L299733","1"
"L1804940","1"
"L578426","1"
"L376632","1"
"L3098639","1"
"L2867445","1"
"L3304632","1"
"L3521741","1"
"L127424","1"
"L5199166","1"
"L3984994","1"
"L3483931","1"
"L328296","1"
"L3782857","1"
"L1516408","1"
"L3347295","1"
"L517062","1"
"L1008459","1"
"L2660447","1"
"L1005231","1"
"L3197511","1"
"L5686785","1"
"L276769","1"
"L217071","1"
"L2572667","1"
"L4912949","1"
"L7794217","1"
"L451233","1"
"L4324914","1"
"L4323144","1"
"L2017618","1"
"L2366262","1"
"L1876068","1"
"L1266380","1"
"L650347","1"
"L3061983","1"
"L3151506","1"
"L2740651","1"
"L11709421","1"
"L1051921","1"
"L4838108","1"
"L6250915","1"
"L5794598","1"
"L468904","1"
"L489755","1"
"L7612095","1"
"L694098","1"
"L6448394","1"
"L761338","1"
"L5444500","1"
"L3871973","1"
"L1277513","1"
"L4855842","1"
"L2278712","1"
"L11285366","1"
"L283471","1"
"L9601953","1"
"L603364","1"
"L9121049","1"
"L1927408","1"
"L1436944","1"
"L1040028","1"
"L283552","1"
"L4395404","1"
"L718777","1"
"L2194177","1"
"L159284","1"
"L4833085","1"
"L3715538","1"
"L1874399","1"
"L4074649","1"
"L1505647","1"
"L159335","1"
"L10960438","1"
"L2134029","1"
"L5651248","1"
"L608430","1"
"L9020594","1"
"L5201293","1"
"L520761","1"
"L621153","1"
"L4508192","1"
"L761179","1"
"L4280047","1"
"L4838068","1"
"L2922884","1"
"L421744","1"
"L2601219","1"
"L7426713","1"
"L4325881","1"
"L473521","1"
"L523460","1"
"L718429","1"
"L11978481","1"
"L505316","1"
"L856324","1"
"L3135779","1"
"L1103783","1"
"L6448391","1"
"L1568676","1"
"L2985137","1"
"L356089","1"
"L579773","1"
"L270199","1"
"L1355334","1"
"L4107160","1"
"L505318","1"
"L694546","1"
"L773659","1"
"L6278022","1"
"L8301552","1"
"L989067","1"
"L4193818","1"
"L1788928","1"
"L697871","1"
"L1280633","1"
"L2130446","1"
"L2064184","1"
"L514813","1"
"L4574903","1"
"L608299","1"
"L208382","1"
"L1835258","1"
"L505562","1"
"L751775","1"
"L490336","1"
"L3877611","1"
"L3587370","1"
"L1749509","1"
"L2490811","1"
"L2694161","1"
"L585697","1"
"L775837","1"
"L10127619","1"
"L4109517","1"
"L4382916","1"
"L5688389","1"
"L2491807","1"
"L159300","1"
"L1110001","1"
"L4332761","1"
"L4548836","1"
"L2108573","1"
"L614214","1"
"L609925","1"
"L1437577","1"
"L4902037","1"
"L1374316","1"
"L6994407","1"
"L4606575","1"
"L876992","1"
"L247770","1"
"L3923150","1"
"L795955","1"
"L2908836","1"
"L4779089","1"
"L4424786","1"
"L1009570","1"
"L3874050","1"
"L2914688","1"
"L1179717","1"
"L7888908","1"
"L6448392","1"
"L1175825","1"
"L6045038","1"
"L453473","1"
"L633902","1"
"L718668","1"
"L4137473","1"
"L1181759","1"
"L451085","1"
"L7572823","1"
"L168994","1"
"L7859025","1"
"L2907905","1"
"L592845","1"
"L159283","1"
"L1525069","1"
"L11349972","1"
"L477896","1"
"L1530764","1"
"L2821251","1"
"L3090381","1"
"L7087834","1"
"L4444668","1"
"L2594573","1"
"L11322711","1"
"L8389313","1"
"L8023830","1"
"L159356","1"
"L1154457","1"
"L6448398","1"
"L1505525","1"
"L5846213","1"
"L1100184","1"
"L610766","1"
"L519748","1"
"L266139","1"
"L4840577","1"
"L5196820","1"
"L1400812","1"
"L970897","1"
"L3183996","1"
"L1306688","1"
"L3043543","1"
"L602834","1"
"L2380916","1"
"L10678483","1"
"L6448405","1"
"L3304580","1"
"L661036","1"
"L6505319","1"
"L3018935","1"
"L2696353","1"
"L451229","1"
"L585696","1"
"L11807922","1"
"L4721732","1"
"L636263","1"
"L506773","1"
"L2164250","1"
"L505627","1"
"L11100202","1"
"L449905","1"
"L742205","1"
"L159293","1"
"L8949368","1"
"L1273308","1"
"L601641","1"
"L1267694","1"
"L1927385","1"
"L4282826","1"
"L5764933","1"
"L4354964","1"
"L727106","1"
"L159374","1"
"L6350137","1"
"L2862120","1"
"L2997363","1"
"L830884","1"
"L457926","1"
"L10115671","1"
"L1402161","1"
"L1013541","1"
"L265951","1"
"L1496991","1"
"L4396142","1"
"L1433261","1"
"L888991","1"
"L11101726","1"
"L4505057","1"
"L303970","1"
"L219613","1"
"L7190049","1"
"L9431078","1"
"L4791227","1"
"L3124109","1"
"L6448404","1"
"L1366961","1"
"L718798","1"
"L8993768","1"
"L624726","1"
"L3247711","1"
"L3806887","1"
"L4216518","1"
"L419600","1"
"L6675237","1"
"L1109339","1"
"L1395720","1"
"L149196","1"
"L1309934","1"
"L549604","1"
"L5864692","1"
"L361266","1"
"L4483110","1"
"L718975","1"
"L165855","1"
"L6233728","1"
"L271348","1"
"L11845586","1"
"L200655","1"
"L159343","1"
"L5244294","1"
"L2164380","1"
"L851366","1"
"L3135119","1"
"L601593","1"
"L168992","1"
"L2501238","1"
"L521378","1"
"L5283778","1"
"L479449","1"
"L515090","1"
"L1185863","1"
"L726451","1"
"L11222347","1"
"L5838597","1"
"L1280581","1"
"L4619554","1"
"L2064908","1"
"L821822","1"
"L8756520","1"
"L6431583","1"
"L492954","1"
"L1485452","1"
"L4597043","1"
"L2252950","1"
"L880290","1"
"L4869212","1"
"L4055881","1"
"L7353585","1"
"L855862","1"
"L826850","1"
"L4453092","1"
"L3636873","1"
"L3960510","1"
"L5584462","1"
"L3142542","1"
"L1280595","1"
"L8000078","1"
"L4596582","1"
"L5827112","1"
"L4553423","1"
"L855840","1"
"L4613290","1"
"L4120926","1"
"L2385185","1"
"L4570067","1"
"L3913790","1"
"L2433781","2"
"L5036352","2"
"L3951035","2"
"L7102000","2"
"L4636900","2"
"L8438738","2"
"L937843","2"
"L5416885","2"
"L921984","2"
"L5416874","2"
"L1272707","2"
"L5073919","2"
"L5899186","2"
"L6956897","2"
"L1903842","2"
"L6237072","2"
"L3563555","2"
"L6846776","2"
"L5283432","2"
"L5128622","2"
"L8013820","2"
"L4060755","2"
"L6608077","2"
"L4853558","2"
"L5916339","2"
"L6979832","2"
"L5310080","2"
"L2372575","2"
"L8237351","2"
"L8536528","2"
"L8236879","2"
"L5283399","2"
"L5882634","2"
"L3563533","2"
"L1121783","2"
"L3584984","2"
"L8603475","2"
"L6281979","2"
"L8536708","2"
"L915354","2"
"L4901220","2"
"L8823447","2"
"L1930975","2"
"L2723786","2"
"L2364235","2"
"L10388053","2"
"L7570269","2"
