scientific_name,regional_pool_count,city_count,pc1,pc2,pc3,pc4,trophic_niche,foraging_niche,is_noctural,iucn_red_list_2020,realm,cluster,cluster_half,cluster_double
Pelecanus occidentalis,23,9,6.52888507255597,-2.15106262708,0.790532025913052,-0.0508123753524052,Aquatic predator,Aquatic plunge,FALSE,LC,Neotropic,20,19,27
Aythya collaris,33,21,3.09278714103896,-0.38288625100747,0.667262301734416,0.829330320969522,Herbivore aquatic,Herbivore aquatic dive,FALSE,LC,Nearctic,6,5,6
Macheiramphus alcinus,10,0,3.36657428151625,0.63487552903317,-0.138794594935085,-0.309849186462642,Vertivore,Vertivore aerial,FALSE,LC,Afrotropic,2,2,2
Pelecanus conspicillatus,3,2,7.30661425275904,-2.2028968955126,0.90751435216269,-0.188241810244405,Aquatic predator,Aquatic surface,FALSE,LC,Australian,20,19,27
Rynchops niger,23,8,3.07115021542472,-1.24195590418532,0.274274450068511,-0.467638874732822,Aquatic predator,Aquatic aerial,FALSE,LC,Neotropic,1,1,167
Sagittarius serpentarius,9,0,6.21437664454428,0.804596908169901,-0.349773721842563,-0.659834512171311,Vertivore,Vertivore ground,FALSE,EN,Afrotropic,2,2,174
Cathartes aura,44,34,4.63734763421362,0.448332227749762,-0.339256301498,-0.349398768756671,Scavenger,Scavenger ground,FALSE,LC,Neotropic,2,2,2
Neophron percnopterus,40,2,4.78863229332988,0.559402307094916,0.240849818095932,-0.610600512261474,Scavenger,Scavenger ground,FALSE,EN,Palearctic,2,2,26
Hieraaetus ayresii,5,0,3.81199493958472,0.628133584487922,-0.433342382586593,-0.135980278350668,Vertivore,Vertivore aerial,FALSE,LC,Afrotropic,2,2,2
Falco concolor,7,1,2.01306356393132,0.508248066167865,-0.379562650031813,0.198751631870195,Vertivore,Vertivore aerial,FALSE,VU,Palearctic,5,1,5
Pelecanus rufescens,9,3,7.18118071986999,-2.01140825535575,0.791225245391971,-0.26296912496739,Aquatic predator,Aquatic surface,FALSE,LC,Afrotropic,20,19,27
Coccyzus rufigularis,1,0,2.02503878338438,-0.373091328649588,-0.699156227807013,-0.72337715130937,Vertivore,Vertivore arboreal,FALSE,EN,Neotropic,4,4,4
Porphyrio pulverulentus,1,0,3.53169403948638,0.120645241743707,0.541476051967281,0.387605502829941,Herbivore aquatic,Herbivore aquatic ground,FALSE,LC,Indo_Malay,6,5,6
Sterna forsteri,21,11,1.56101784044779,-0.360769896061253,0.257401910475675,-0.625310307095261,Aquatic predator,Aquatic plunge,FALSE,LC,Nearctic,1,1,1
Sterna trudeaui,3,1,1.63191370028542,-0.413376152069827,0.250289388520956,-0.729973398628287,Aquatic predator,Aquatic plunge,FALSE,LC,Neotropic,1,1,1
Oxyura vittata,2,1,2.82122815600045,-0.194894728986808,0.582060854342612,0.767542725321403,Herbivore aquatic,Herbivore aquatic dive,FALSE,LC,Neotropic,6,5,6
Phytotoma rara,1,1,-0.0130237628165159,0.0493045966467863,-0.405542720241463,0.396050494687003,Herbivore terrestrial,Herbivore arboreal,FALSE,LC,Neotropic,1,1,1
Psophia crepitans,1,0,3.77731191205853,0.982909710530848,0.433330390533932,-0.0807387082805496,Frugivore,Fugivore ground,FALSE,NT,Neotropic,2,2,2
Anas castanea,2,2,2.99226584929551,-0.120552443656903,0.349305793993981,0.483957753197499,Aquatic predator,Aquatic surface,FALSE,LC,Australian,6,5,6
Gyps tenuirostris,6,0,6.19576757176497,0.289630816820995,0.182275471995441,0.0036155242903072,Scavenger,Scavenger ground,FALSE,CR,Indo_Malay,24,2,35
Porphyrio indicus,1,1,3.53169403948638,0.120645241743707,0.541476051967281,0.387605502829941,Herbivore aquatic,Herbivore aquatic ground,FALSE,LC,Indo_Malay,6,5,6
Podiceps occipitalis,5,0,1.29507747061205,0.821355108954558,1.27095275571063,0.752974980265195,Aquatic predator,Aquatic surface,FALSE,LC,Neotropic,38,1,74
Pelecanus thagus,2,1,6.8433689725577,-2.22422572303948,0.68257370829611,-0.260093270343112,Aquatic predator,Aquatic plunge,FALSE,NT,Neotropic,20,19,27
Stercorarius longicaudus,9,1,2.2225184026969,0.823186689748607,-0.43381585176358,-0.716088188845737,Aquatic predator,Aquatic aerial,FALSE,LC,Nearctic,4,4,4
Falco peregrinus,138,46,3.41394970678526,0.309979215964015,-0.109335983660795,0.237991292269321,Vertivore,Vertivore aerial,FALSE,LC,Palearctic,2,2,2
Gypaetus barbatus,8,0,6.43030367976548,0.391506377762234,-0.275422806372109,-0.477982640042503,Scavenger,Scavenger ground,FALSE,NT,Palearctic,2,2,2
Polyboroides typus,9,4,3.88813764761261,0.637353719407054,-0.638777427755243,-0.608699907287066,Vertivore,Vertivore arboreal,FALSE,LC,Afrotropic,2,2,2
Sterna acuticauda,26,0,1.38588037894232,-0.30418047502174,0.254839109051001,-0.811089948366908,Aquatic predator,Aquatic plunge,FALSE,EN,Indo_Malay,1,1,1
Chlidonias leucopterus,51,5,0.214430368080558,-0.143194812582897,0.209028250170151,-0.504490883146084,Aquatic predator,Aquatic aerial,FALSE,LC,Palearctic,1,1,1
Opisthocomus hoazin,1,0,3.52032746690764,0.856920565706961,-0.610910302901029,-0.385997053720152,Herbivore terrestrial,Herbivore arboreal,FALSE,LC,Neotropic,2,2,2
Centropus sinensis,40,35,3.01825264333236,-0.284307468075721,-0.624288287280318,-0.566118828980334,Vertivore,Vertivore ground,FALSE,LC,Indo_Malay,4,4,4
Chlidonias hybrida,74,28,0.821749076360522,-0.206466907927974,0.225938276657111,-0.45788332204873,Aquatic predator,Aquatic aerial,FALSE,LC,Afrotropic,1,1,1
Porphyrio madagascariensis,10,6,3.53169403948638,0.120645241743707,0.541476051967281,0.387605502829941,Herbivore aquatic,Herbivore aquatic ground,FALSE,LC,Indo_Malay,6,5,6
Chauna torquata,2,1,5.45085330276416,1.24879985881943,0.259218702306744,-0.0637879553579856,Herbivore aquatic,Herbivore aquatic ground,FALSE,LC,Neotropic,2,2,143
Coragyps atratus,33,28,4.79069723541639,0.387212364836055,0.11549659495859,-0.246884545518873,Scavenger,Scavenger ground,FALSE,LC,Neotropic,2,2,26
Torgos tracheliotos,9,0,6.9384172993728,0.0334380433977073,-0.264856426162861,-0.0496814688789476,Scavenger,Scavenger ground,FALSE,EN,Afrotropic,34,2,77
Gymnogyps californianus,4,0,7.08108708397459,0.0460094830724127,-0.186925783995114,-0.108944546797864,Scavenger,Scavenger ground,FALSE,CR,Nearctic,34,2,77
Gyps bengalensis,30,0,5.97481961657173,0.207985413638544,0.0102085046672353,0.178989836346935,Scavenger,Scavenger ground,FALSE,CR,Indo_Malay,24,2,35
Oxyura australis,2,1,3.023218499618,-0.183503010168743,0.685935517466108,0.935693655790102,Herbivore aquatic,Herbivore aquatic dive,FALSE,NT,Australian,6,5,6
Pelecanus crispus,25,2,7.85898464837233,-1.94825412390798,0.864492245539388,-0.248640715908766,Aquatic predator,Aquatic surface,FALSE,NT,Palearctic,68,19,164
Sternula superciliaris,9,0,0.112413668781702,-0.693975585625989,0.362533253525452,-0.353124962900864,Aquatic predator,Aquatic plunge,FALSE,LC,Neotropic,1,1,1
Cathartes burrovianus,13,2,4.13214829765256,0.359607671690935,-0.442362832302552,-0.485859844757411,Scavenger,Scavenger ground,FALSE,LC,Neotropic,2,2,2
Gyps fulvus,31,1,6.65230724144217,0.328314060692076,-0.0469912598700302,-0.044360443746525,Scavenger,Scavenger ground,FALSE,LC,Palearctic,34,2,56
Pelecanus onocrotalus,27,8,7.74490470029659,-1.86215185884323,0.91660154470925,-0.0169120625421901,Aquatic predator,Aquatic surface,FALSE,LC,Palearctic,68,19,164
Haliaeetus leucoryphus,22,0,5.59851522249741,0.289636451056695,-0.260721781880153,-0.176517386962981,Aquatic predator,Aquatic aerial,FALSE,EN,Palearctic,2,2,2
Pteronetta hartlaubii,1,0,3.63288278842409,-0.24726372417967,0.182836020293627,0.422177705051251,Aquatic predator,Aquatic surface,FALSE,LC,Afrotropic,6,5,6
Gyps coprotheres,4,0,6.73207231889997,0.279904929571657,0.0380099399579623,0.0402340059760591,Scavenger,Scavenger ground,FALSE,EN,Afrotropic,34,2,56
Falco columbarius,77,14,1.56401804230298,0.6334773653361,-0.37515138583176,0.24235228339822,Vertivore,Vertivore aerial,FALSE,LC,Nearctic,5,1,5
Phoeniconaias minor,15,4,5.15497929194555,-0.806685138076082,0.535183426566976,0.502406672261632,Herbivore aquatic,Herbivore aquatic ground,FALSE,NT,Afrotropic,48,30,111
Phytotoma rutila,1,1,-0.279970926843644,0.230808784831837,-0.455593229630128,0.239319816007009,Herbivore terrestrial,Herbivore arboreal,FALSE,LC,Neotropic,1,1,1
Saltator maxillosus,2,1,0.404626602175608,-0.288429762305829,-0.743373479793927,0.378131634458749,Herbivore terrestrial,Herbivore arboreal,FALSE,LC,Neotropic,1,1,1
Aythya fuligula,78,21,2.96596500564304,-0.266023566888901,0.626393747673001,0.996611498614549,Herbivore aquatic,Herbivore aquatic dive,FALSE,LC,Palearctic,6,5,6
Anas capensis,5,2,2.59540962572666,-0.431300982945094,0.436506246359511,0.628705885914639,Aquatic predator,Aquatic surface,FALSE,LC,Afrotropic,6,5,6
Sarcogyps calvus,28,0,6.07780149961238,0.203584435679824,-0.0252168297481477,0.135349985419175,Scavenger,Scavenger ground,FALSE,CR,Indo_Malay,24,2,35
Sterna hirundo,87,24,1.24242376574555,-0.246339121704367,0.338810159787776,-0.768606813981314,Aquatic predator,Aquatic plunge,FALSE,LC,Palearctic,1,1,1
Accipiter superciliosus,9,0,0.959286943128141,0.423945499167174,-0.378552214555908,0.177955335055722,Vertivore,Vertivore aerial,FALSE,LC,Neotropic,1,1,1
Athene cunicularia,31,13,1.62042962674123,0.174303147390304,-0.168404704151952,0.315525284077782,Vertivore,Vertivore ground,TRUE,LC,Neotropic,5,1,5
Pelecanus erythrorhynchos,23,12,7.06616017218181,-1.81694527487802,0.952830476780632,-0.171576641761909,Aquatic predator,Aquatic surface,FALSE,LC,Nearctic,20,19,27
Aythya baeri,25,2,3.07797241503908,-0.401843626110349,0.52852685970315,0.912207639281249,Herbivore aquatic,Herbivore aquatic dive,FALSE,CR,Palearctic,6,5,6
Thalassornis leuconotus,9,1,2.90861318685141,-0.0691402841742276,0.72196643964649,1.11889613101037,Herbivore aquatic,Herbivore aquatic dive,FALSE,LC,Afrotropic,6,5,6
Falco rufigularis,16,2,1.5658889215928,0.432252425937276,-0.456513408053646,0.280558506603298,Vertivore,Vertivore aerial,FALSE,LC,Neotropic,5,1,5
Falco severus,14,0,1.68439480219592,0.265378974823744,-0.201004878472068,0.337948569354621,Vertivore,Vertivore aerial,FALSE,LC,Indo_Malay,5,1,5
Falco deiroleucus,5,0,2.89232542423869,0.321077533750967,-0.348145194632734,0.262347322744308,Vertivore,Vertivore aerial,FALSE,NT,Neotropic,2,2,2
Gyps indicus,21,0,6.15976071739668,0.355718195435422,0.0948564866400996,0.0165500218459036,Scavenger,Scavenger ground,FALSE,CR,Indo_Malay,24,2,35
Spatula rhynchotis,2,1,3.32079829453296,-0.855840276828792,0.516177969750808,0.610093123976275,Aquatic predator,Aquatic surface,FALSE,LC,Australian,6,5,6
Aythya nyroca,61,6,2.75982779605605,-0.34303384516759,0.549856648374801,0.944195251070807,Herbivore aquatic,Herbivore aquatic dive,FALSE,NT,Palearctic,6,5,6
Falco femoralis,17,3,2.48302388870189,0.541431178133146,-0.550497655618552,0.140862122053991,Vertivore,Vertivore aerial,FALSE,LC,Neotropic,4,4,4
Pandion haliaetus,135,40,4.49534810244213,0.267063596467061,-0.242895810832307,0.00502221433634131,Aquatic predator,Aquatic aerial,FALSE,LC,Palearctic,2,2,2
Porphyrio melanotus,2,2,3.53169403948638,0.120645241743707,0.541476051967281,0.387605502829941,Herbivore aquatic,Herbivore aquatic ground,FALSE,LC,Indo_Malay,6,5,6
Falco fasciinucha,1,0,1.87381782434883,0.333253461611408,-0.154237107727276,0.612494400086044,Vertivore,Vertivore aerial,FALSE,VU,Afrotropic,5,1,5
Sterna paradisaea,20,2,1.10843414424122,-0.201721902724431,-0.059256503993052,-1.02171696930941,Aquatic predator,Aquatic plunge,FALSE,LC,Nearctic,1,1,101
Necrosyrtes monachus,6,3,4.94050825059033,0.25962153755019,0.19312913655497,-0.478508738800939,Scavenger,Scavenger ground,FALSE,CR,Afrotropic,2,2,26
Porphyrio poliocephalus,34,20,3.53169403948638,0.120645241743707,0.541476051967281,0.387605502829941,Herbivore aquatic,Herbivore aquatic ground,FALSE,LC,Indo_Malay,6,5,6
Anas gracilis,3,2,2.72937862483211,-0.307575519281562,0.382944774318696,0.5608762388527,Aquatic predator,Aquatic surface,FALSE,LC,Australian,6,5,6
Centropus senegalensis,6,3,1.88337207893787,0.228315490568982,-0.535404824335903,-0.355367099888688,Vertivore,Vertivore ground,FALSE,LC,Afrotropic,1,1,1
Gyps rueppelli,4,0,6.54075166959237,0.300418262145949,0.149607763470618,0.0725262527006353,Scavenger,Scavenger ground,FALSE,CR,Afrotropic,34,2,56
Aegypius monachus,26,2,7.08727778145766,0.242614935618452,-0.127578324149064,-0.111033239114835,Scavenger,Scavenger ground,FALSE,NT,Palearctic,34,2,77
Cathartes melambrotus,1,0,4.64798660255618,0.461245909520443,-0.391522538283772,-0.451085563374173,Scavenger,Scavenger ground,FALSE,LC,Neotropic,2,2,2
Stercorarius parasiticus,34,9,2.54814578613684,0.876953614239469,0.0407267888611861,-0.441985048177169,Aquatic predator,Aquatic aerial,FALSE,LC,Nearctic,2,2,2
Pelecanus philippensis,22,6,7.08421129309051,-2.05518716045058,0.655556206515549,-0.151789077756096,Aquatic predator,Aquatic surface,FALSE,NT,Indo_Malay,20,19,27
Spatula clypeata,116,58,3.28383489416755,-0.907399219838185,0.543347714803382,0.607061104635877,Aquatic predator,Aquatic surface,FALSE,LC,Palearctic,6,5,6
Falco jugger,21,1,3.41375007241306,0.530082982676164,-0.350173447143752,0.139642289749125,Vertivore,Vertivore aerial,FALSE,NT,Indo_Malay,2,2,2
Haliaeetus albicilla,25,1,6.18457367790322,0.188550144139992,-0.177883151975519,-0.0402187652378093,Aquatic predator,Aquatic aerial,FALSE,LC,Palearctic,24,2,35
Heliornis fulica,6,0,0.958166772562176,0.113142331317405,0.418198623443922,-0.226086683645359,Aquatic predator,Aquatic surface,FALSE,LC,Neotropic,1,1,1
Rynchops albicollis,17,0,2.65810934641389,-1.33151552867059,0.235517184750273,-0.52782912786991,Aquatic predator,Aquatic aerial,FALSE,EN,Indo_Malay,1,1,135
Crax daubentoni,2,0,5.10935926015136,0.806591352480707,-0.237029381488586,-0.341639710908376,Frugivore,Fugivore ground,FALSE,NT,Neotropic,2,2,2
Rollandia rolland,4,2,1.75899739062286,0.426410143989807,1.07851308089706,0.504166953127106,Aquatic predator,Aquatic surface,FALSE,LC,Neotropic,1,1,25
Nothocrax urumutum,1,0,4.4134035746752,0.74777042578547,-0.039587949683948,0.00888087374019231,Frugivore,Fugivore ground,FALSE,LC,Neotropic,2,2,2
Spatula smithii,4,2,3.29590396511412,-0.775860951440305,0.478497747037118,0.525844496614133,Aquatic predator,Aquatic surface,FALSE,LC,Afrotropic,6,5,6
Podica senegalensis,8,0,2.68446689889781,0.501783163475006,0.655918045039039,-0.310179529931418,Aquatic predator,Aquatic surface,FALSE,LC,Afrotropic,2,2,2
Rynchops flavirostris,6,0,2.44301424897332,-1.37596642323609,0.188188129562002,-0.582834491440396,Aquatic predator,Aquatic aerial,FALSE,NT,Afrotropic,1,1,135
Ichthyaetus relictus,4,0,3.02510552289694,0.391397836315179,0.338736651312869,-0.447420515550443,Aquatic predator,Aquatic aerial,FALSE,VU,Palearctic,2,2,2
Anas gibberifrons,2,2,2.64421075822049,-0.197563911430675,0.465629359466702,0.603404684334589,Aquatic predator,Aquatic surface,FALSE,NT,Indo_Malay,6,5,6
Coscoroba coscoroba,5,1,5.52662185767645,0.251904652776127,0.479537086732781,0.455435139166498,Aquatic predator,Aquatic surface,FALSE,LC,Neotropic,2,2,26
Sarcoramphus papa,12,0,5.7321910530363,0.13008504862422,-0.144771345214553,0.08354567194931,Scavenger,Scavenger ground,FALSE,LC,Neotropic,2,2,2
Chlidonias niger,57,6,0.290761029846135,-0.16977246795379,0.345595089312215,-0.565055221186608,Aquatic predator,Aquatic aerial,FALSE,LC,Palearctic,1,1,1
Aythya ferina,71,24,3.1650458020302,-0.304084669898053,0.769991108762225,0.89353962236112106,Herbivore aquatic,Herbivore aquatic dive,FALSE,VU,Palearctic,6,5,6
Falco longipennis,2,2,1.99809279755135,0.501994782389721,-0.402231889022678,0.288499250724488,Vertivore,Vertivore aerial,FALSE,LC,Australian,5,1,5
Geranospiza caerulescens,15,0,2.72714692011688,0.632946276872027,-0.609704840174757,-0.29962719429221,Vertivore,Vertivore arboreal,FALSE,LC,Neotropic,4,4,4
Heliopais personatus,3,0,2.93005959248011,0.0830699577035272,0.507884919035626,-0.200921331066674,Aquatic predator,Aquatic surface,FALSE,EN,Indo_Malay,1,1,1
Polihierax insignis,2,0,1.03550861732945,0.327824488050464,-0.586684998318456,0.264642652605045,Vertivore,Vertivore aerial,FALSE,NT,Indo_Malay,1,1,1
Gyps africanus,8,1,6.08166889780432,0.399596523976431,0.0517227918067009,0.138048648976897,Scavenger,Scavenger ground,FALSE,CR,Afrotropic,24,2,35
Vultur gryphus,4,1,7.18443249187204,0.29575147193164,0.0649468913500062,-0.229994838022982,Scavenger,Scavenger ground,FALSE,VU,Neotropic,34,2,77
Accipiter minullus,6,2,0.779329172653898,0.638732633499957,-0.440133364954495,0.181020911885778,Vertivore,Vertivore aerial,FALSE,LC,Afrotropic,1,1,1
Phaetusa simplex,12,0,2.49987611688461,-0.946802233040407,0.223263923674487,-0.342762334521147,Aquatic predator,Aquatic plunge,FALSE,LC,Neotropic,1,1,64
Falco chicquera,31,2,1.81628912000185,0.479995347338498,-0.397782997256644,0.197097159893356,Vertivore,Vertivore aerial,FALSE,LC,Afrotropic,5,1,5
Fulica armillata,4,2,3.09720419024223,0.86420862453225,0.998991089499865,0.694240651632372,Herbivore aquatic,Herbivore aquatic dive,FALSE,LC,Neotropic,1,1,1
Gyps himalayensis,16,1,6.99469952124703,0.406989323865551,-0.026290121714325,-0.180624062612618,Scavenger,Scavenger ground,FALSE,NT,Palearctic,34,2,77
Porphyrio alleni,10,0,1.23703146571382,0.273499530186653,0.406367585965599,0.175829358514537,Herbivore aquatic,Herbivore aquatic ground,FALSE,LC,Afrotropic,1,1,1
Anhima cornuta,7,0,5.17463393318592,1.21862844916769,0.0619610298246824,-0.398415026005518,Herbivore aquatic,Herbivore aquatic ground,FALSE,LC,Neotropic,2,2,92
Nomonyx dominicus,19,2,2.24926887260437,-0.344644544869382,0.285286276983386,0.660935035774379,Herbivore aquatic,Herbivore aquatic dive,FALSE,LC,Neotropic,6,5,6
Porphyrio porphyrio,50,2,3.53169403948638,0.120645241743707,0.541476051967281,0.387605502829941,Herbivore aquatic,Herbivore aquatic ground,FALSE,LC,Indo_Malay,6,5,6
Porphyrio martinica,29,14,1.92890672720362,0.404963243798352,0.374735425895139,0.1635039958,Herbivore aquatic,Herbivore aquatic ground,FALSE,LC,Neotropic,1,1,1
Crax rubra,2,0,5.48756795927139,1.02589122610973,-0.0228198129200063,-0.27724129739693,Frugivore,Fugivore ground,FALSE,VU,Neotropic,2,2,2
Haliaeetus leucogaster,24,4,5.43345856432155,0.245810972894547,-0.0453832277353463,-0.170061718771415,Aquatic predator,Aquatic aerial,FALSE,LC,Australian,2,2,2
Trigonoceps occipitalis,4,0,5.86398035131548,0.0411108548801908,-0.22556301148157,-0.0394203424544864,Scavenger,Scavenger ground,FALSE,CR,Afrotropic,2,2,2
Argusianus argus,2,0,4.6639850732035,1.40581082358371,-0.535223065326012,-1.11331596861858,Frugivore,Fugivore ground,FALSE,VU,Indo_Malay,83,2,201
Dendrocygna arcuata,5,1,3.19995999643031,-0.0905506186666418,0.742907414437037,0.871646855672213,Herbivore aquatic,Herbivore aquatic dive,FALSE,LC,Australian,6,5,6
Crax alector,1,0,5.35377484704155,0.82307724999873,-0.277034904920307,-0.30005155783955,Frugivore,Fugivore ground,FALSE,VU,Neotropic,2,2,2
Aythya valisineria,24,19,3.68627940621962,-0.311314404470519,0.920180429330837,0.784223206785092,Herbivore aquatic,Herbivore aquatic dive,FALSE,LC,Nearctic,6,5,6
Sterna aurantia,29,11,1.82382095610904,-0.406640329406624,-0.111933311125327,-0.687600780698945,Aquatic predator,Aquatic plunge,FALSE,VU,Indo_Malay,1,1,1
Ammoperdix heyi,4,0,1.0456334681955,0.644801564012132,0.398331207929327,0.585143118357053,Omnivore,"NA",FALSE,LC,Palearctic,1,1,1
Aphelocoma wollweberi,2,0,1.55580661100878,-0.0635629913667919,-0.384416687209605,-0.359796475241965,Omnivore,"NA",FALSE,LC,Nearctic,1,1,1
Arremon abeillei,1,1,-0.644376702987616,-0.159637783104964,-0.279776835711513,0.366455285549155,Omnivore,"NA",FALSE,LC,Neotropic,1,1,1
Galloperdix lunulata,8,0,1.50016880252559,0.980682469299924,0.243015425933208,0.0309563961644143,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Sphyrapicus nuchalis,12,4,0.129482567936346,-0.25334835237709,-0.126355370888765,-0.0656726220435709,Omnivore,"NA",FALSE,LC,Nearctic,1,1,1
Acanthagenys rufogularis,1,1,-0.0446971231773486,0.247753693774053,-0.0553858840316268,-0.539363151307202,Omnivore,"NA",FALSE,LC,Australian,1,1,1
Alectura lathami,1,1,4.58528179717918,0.926474705729659,0.0564176672394963,0.0961904381848897,Omnivore,"NA",FALSE,LC,Australian,2,2,2
Arremon assimilis,4,2,-0.0918113489983306,0.0280619824108728,-0.245313328690198,0.162514801003728,Omnivore,"NA",FALSE,LC,Neotropic,1,1,1
Coccothraustes coccothraustes,41,16,0.40746189489059,-0.596993143483952,-0.251889802567932,0.732800458450759,Omnivore,"NA",FALSE,LC,Palearctic,1,1,1
Nigrita bicolor,1,0,-2.08911706060386,0.0502838826104737,-0.262605271976535,0.501059961872556,Omnivore,"NA",FALSE,LC,Afrotropic,1,1,1
Pachyramphus minor,1,0,-0.202677284068624,-0.322468275257154,-0.28363080088907,0.375372751269017,Omnivore,"NA",FALSE,LC,Neotropic,1,1,1
Ramphocelus bresilius,5,3,-0.349995502892014,-0.195585653548411,-0.382044634693758,0.203885188317628,Omnivore,"NA",FALSE,LC,Neotropic,1,1,1
Zosterops meyeni,1,1,-2.35364635272528,0.169612475399883,0.211524296182987,0.00861472138420688,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Arremon atricapillus,3,0,-0.158180258707517,0.102944156588595,-0.303950050974879,0.0284638130463272,Omnivore,"NA",FALSE,LC,Neotropic,1,1,1
Dromaius novaehollandiae,1,1,7.13926963794406,1.39434516762873,1.05637552033318,0.600127052661788,Omnivore,"NA",FALSE,LC,Australian,34,2,115
Heterophasia picaoides,2,0,0.180513993805267,0.108449120768462,-0.531384043766117,-0.90310688147945,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Oriolus tenuirostris,2,0,0.9578233450956,-0.528585540667187,-0.0178083886859584,-0.193710624911882,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Rollulus rouloul,2,0,1.34805975591919,0.685648625254857,0.471116216171625,0.535739430818411,Omnivore,"NA",FALSE,NT,Indo_Malay,1,1,1
Aethopyga christinae,7,5,-2.6684688413927,-0.669975372823283,0.131587357269669,-0.110991006324551,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Arremonops tocuyensis,1,0,-0.881328433309733,0.0983062571964378,0.0607801046052937,0.361458245486927,Omnivore,"NA",FALSE,LC,Neotropic,1,1,1
Cacicus chrysopterus,3,1,-0.0728158188032106,-0.292475837276127,-0.189626376536297,-0.178048854606965,Omnivore,"NA",FALSE,LC,Neotropic,1,1,1
Cyanocorax cyanopogon,5,0,1.71731059733451,-0.089153659506959,-0.271395427995724,-0.147002185069784,Omnivore,"NA",FALSE,LC,Neotropic,1,1,1
Eupodotis caerulescens,1,0,3.81895924793962,1.19213457253349,0.348512167201662,-0.0814740870489785,Omnivore,"NA",FALSE,NT,Afrotropic,2,2,2
Houbaropsis bengalensis,1,0,4.5071699848517,0.95958291206283,0.618109779391069,-0.198233673718624,Omnivore,"NA",FALSE,CR,Indo_Malay,2,2,148
Ixos virescens,1,0,-0.191570796580505,0.10831357168722,0.00483035911050644,-0.239094473190607,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Oriturus superciliosus,3,1,-0.261934457036961,0.0576368621086467,-0.182262366420037,0.379878734909471,Omnivore,"NA",FALSE,LC,Nearctic,1,1,1
Prunella immaculata,2,0,-1.27651888231063,0.381597547663125,-0.0303476003232058,-0.0669585310809212,Omnivore,"NA",FALSE,LC,Palearctic,1,1,1
Quiscalus niger,2,1,0.922929124284106,-0.34749563189705,-0.0798624042290831,-0.351001859996217,Omnivore,"NA",FALSE,LC,Neotropic,1,1,1
Cinnyris chalybeus,2,1,-2.25629205348184,-0.585966484216519,0.513607285819112,-0.49741694129438,Omnivore,"NA",FALSE,LC,Afrotropic,1,1,1
Cyanocorax caeruleus,2,0,2.68739530056662,-0.221919509902459,-0.357954319905389,-0.101654419377955,Omnivore,"NA",FALSE,NT,Neotropic,4,4,4
Icterus graceannae,2,2,-0.0544421305806196,-0.213945574911342,-0.176060425584039,-0.0372934415383397,Omnivore,"NA",FALSE,LC,Neotropic,1,1,1
Iole propinqua,2,0,-0.710072226109776,-0.106601272251885,-0.260182688928733,-0.164045655357364,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Macropygia ruficeps,4,0,0.0539209499469864,1.06236929628427,-0.0640119378040668,-0.681260921703812,Omnivore,"NA",FALSE,LC,Indo_Malay,1,1,1
Melanerpes flavifrons,4,1,0.332176166705349,-0.462888310009781,0.0804576140176669,-0.0646335170412316,Omnivore,"NA",FALSE,LC,Neotropic,1,1,1
Peliperdix albogularis,1,0,1.36783543915961,0.832247452015751,0.627197361800005,0.594570222824253,Omnivore,"NA",FALSE,LC,Afrotropic,1,1,1
Ploceus weynsi,1,0,-0.64616435378007,-0.3024813844889,-0.0303307205552934,0.343881078891588,Omnivore,"NA",FALSE,LC,Afrotropic,1,1,1
Streptopelia lugens,2,2,0.76215613935909,0.942245408639548,0.279698123019254,-0.525089048520127,Omnivore,"NA",FALSE,LC,Afrotropic,1,1,1
Turdus plebejus,1,0,0.757375470767675,0.197968718205024,0.0871664837263133,-0.314677878471735,Omnivore,"NA",FALSE,LC,Neotropic,1,1,1
Amazona ventralis,1,0,2.21804297927193,-0.675323205677019,-0.544979346326962,0.72291894808196,Omnivore,"NA",FALSE,VU,Neotropic,8,7,8
Cyanocorax mystacalis,1,0,1.8882415362195,-0.183053729378012,-0.31308126708392,-0.0941344169226897,Omnivore,"NA",FALSE,LC,Neotropic,1,1,1
Haliaeetus leucocephalus,20,17,6.15860537861863,0.101840688034214,-0.198730603089672,-0.0292466232876721,Omnivore,"NA",FALSE,LC,Nearctic,24,2,35
Icterus dominicensis,2,0,-0.221363533969635,-0.268221236130455,-0.0910833723089816,-0.205166629092713,Omnivore,"NA",FALSE,LC,Neotropic,1,1,1
Pavo cristatus,31,21,5.41906580085103,1.30360572927291,0.047656887139129,-0.573720425441909,Omnivore,"NA",FALSE,LC,Indo_Malay,2,2,92
Plectorhyncha lanceolata,2,0,-0.226309062148977,0.200828381437092,-0.0543603879599209,-0.457616062107993,Omnivore,"NA",FALSE,LC,Australian,1,1,1
Psittinus cyanurus,2,0,-0.64479710916029,-1.52164175200641,-1.06437099002707,0.725610471905376,Omnivore,"NA",FALSE,NT,Indo_Malay,1,1,1
