locality_id,percentage_of_regional_pool_present,number_of_checklists
L4268544,3.1126373626373627,31
L2110688,10.436813186813186,48
L2911876,22.854395604395609,28
L4836352,4.197802197802198,30
L1968066,7.8324175824175821,39
L2609414,11.277472527472527,153
L3297222,14.706043956043956,28
L7899446,23.25,90
L4963236,15.406593406593407,25
L9228729,11.585164835164832,18
L6072612,13.206043956043956,94
L3137433,17.076923076923077,60
L3357615,12.587912087912086,32
L4240282,4.5961538461538458,33
L3918455,21.296703296703303,111
L1190942,11.107142857142859,1142
L3158110,23.131868131868131,156
L1930245,11.451456310679612,21
L994509,23.868932038834952,68
L3918591,14.466019417475726,44
L7180128,15.15899581589958,79
L602320,21.2928870292887,3114
L2921580,9.451882845188285,35
L1019528,18.14225941422594,384
L1148883,12.958158995815902,294
L833099,8.3682008368200833,15
L4562679,12.154811715481172,86
L1795541,11.732217573221758,40
L450425,14.05857740585774,631
L7663970,32.577405857740587,60
L8280878,6.1673640167364017,51
L2297168,10.82426778242678,49
L357145,22.89958158995816,1662
L3702109,16.280334728033477,139
L5088080,17.619246861924683,36
L1497179,16.11297071129707,186
L3945109,13.799163179916317,169
L2352380,11.05857740585774,287
L868102,15.238493723849372,532
L1023206,16.937238493723846,51
L2889249,7.3807531380753142,31
L213128,31.953974895397486,225
L3554527,17.401673640167363,27
L3553183,9.21757322175732,21
L1019573,23.853556485355654,69
L2708182,10.610878661087867,35
L1021831,9.6025104602510467,488
L3346805,17.13807531380753,18
L1497119,23.313807531380753,441
L384530,20.64016736401674,2487
L2441096,7.9581589958158991,70
L2795360,9.7907949790794984,590
L385052,9.514644351464435,486
L11943023,14.02092050209205,16
L2080854,8.8744769874476983,28
L9010541,6.2928870292887034,19
L730291,12.510460251046025,56
L2082670,12.828451882845188,17
L3575492,16.966527196652716,17
L592207,8.3723849372384951,234
L11182546,15.895397489539748,42
L11,20.732217573221757,4281
L1402540,20.355648535564853,69
L3382846,17.598326359832633,271
L1742580,9.5648535564853567,170
L5698117,7.8242677824267783,44
L3076916,16.121338912133893,19
L10086824,16.606694560669457,17
L2289988,13.9581589958159,26
L1019509,13.669456066945607,171
L2515599,9.9623430962343118,131
L2309272,21.585774058577407,25
L1481131,21.744769874476987,67
L759188,10.322175732217573,485
L3241628,18.92050209205021,110
L5738351,17.129707112970713,37
L811699,6.8953974895397492,170
L4725652,8.3179916317991633,33
L4094578,22.06694560669456,77
L3944973,5.1004184100418417,303
L3771862,18.179916317991637,46
L1752829,23.74058577405858,108
L357316,25.92887029288703,264
L2895534,21.999999999999996,55
L3954741,6.8451882845188283,52
L1520139,19.0,346
L3575549,9.476987447698745,27
L4890731,14.2092050209205,37
L8063827,19.209205020920503,105
L4658838,13.485355648535567,25
L5376282,8.5188284518828468,38
L5280315,11.020920502092052,29
L1064091,15.88702928870293,462
L6609697,11.297071129707113,15
L7536309,13.313807531380753,16
L1057083,9.9079497907949783,73
L816964,16.88702928870293,99
L3984431,14.644351464435147,15
L208778,16.00836820083682,842
L9011589,8.89539748953975,42
L3467578,11.765690376569038,560
L2074288,9.9163179916317983,54
L3146093,9.6485355648535567,163
L666769,16.669456066945603,209
L5066805,9.1004184100418417,37
L4620220,12.857740585774058,77
L3662225,9.564853556485355,17
L2134516,21.782426778242677,715
L3063131,12.88702928870293,106
L4406178,13.213389121338912,81
L405203,27.786610878661087,873
L2123999,11.539748953974895,440
L821786,15.502092050209203,1181
L7824762,12.05439330543933,123
L3031799,9.05857740585774,121
L2485803,6.7531380753138093,16
L1817793,10.602510460251047,211
L5720118,19.171548117154813,76
L2326730,17.853556485355654,81
L2747754,6.7949790794979066,23
L386295,20.832635983263593,364
L8121082,14.723849372384938,22
L2780941,15.93305439330544,105
L1485500,12.092050209205022,86
L789133,22.96234309623431,300
L5782158,12.711297071129707,67
L5156407,19.46861924686192,134
L9186680,11.372384937238493,60
L2114989,8.2259414225941416,134
L4212654,14.836820083682008,135
L991540,8.9037656903765683,805
L1529160,18.502092050209207,128
L3119452,12.493723849372385,608
L9906629,15.142259414225942,20
L2293373,10.623430962343095,51
L4928578,14.715481171548117,51
L208775,16.76569037656904,844
L2737701,8.6861924686192467,1040
L789226,8.84100418410042,137
L3364710,23.698744769874473,112
L2859124,16.351464435146443,466
L818621,16.271966527196653,156
L2250606,15.297071129707113,374
L2811258,12.456066945606693,50
L821245,11.338912133891213,21
L2289673,15.364016736401673,615
L2478185,7.3054393305439325,18
L2073748,10.368200836820083,87
L829489,11.782426778242678,318
L2921596,12.01673640167364,71
L1350458,11.748953974895397,58
L3682024,25.619246861924687,93
L4496199,15.326359832635985,29
L1794274,11.447698744769875,224
L1572039,23.276150627615063,60
L628194,15.19246861924686,297
L4738924,17.309623430962343,22
L821513,12.907949790794978,313
L3225328,9.5899581589958167,136
L3824016,26.7489539748954,144
L389931,11.803347280334727,20
L571677,13.00418410041841,390
L8091333,12.615062761506277,22
L1775508,20.90376569037657,137
L7424560,10.163179916317993,50
L2788347,11.464435146443515,20
L2957022,23.02510460251046,85
L358508,16.765690376569037,111
L2354081,15.882845188284518,195
L2924683,12.552301255230125,15
L2339828,9.6945606694560666,293
L2100381,8.2384937238493734,93
L7354621,13.656903765690377,34
L2721409,25.88702928870293,23
L2593553,11.263598326359833,108
L980291,15.054393305439334,445
L1470797,14.577405857740589,71
L2930910,19.48535564853556,73
L1423107,21.16317991631799,778
L2359296,11.14644351464435,216
L4571003,15.405857740585773,109
L2396445,10.493723849372385,141
L1811720,8.0376569037656935,27
L2078200,3.2008368200836821,18
L3507729,14.6234309623431,55
L3996696,14.00418410041841,108
L2443136,8.6820083682008367,48
L3357632,7.02510460251046,21
L1454170,16.673640167364013,319
L3105642,19.711297071129707,38
L1875366,8.5355648535564868,21
L386299,30.732217573221757,686
L2066985,11.933054393305438,83
L391173,11.853556485355647,1152
L7580406,23.01255230125523,15
L3810235,11.786610878661088,113
L4447055,12.138075313807532,36
L1533727,12.615062761506277,16
L5640755,16.85774058577406,97
L1485493,16.401673640167367,20
L6125697,12.93723849372385,32
L5259511,5.539748953974895,19
L5134859,5.447698744769875,17
L2523667,12.422594142259415,97
L3194406,10.635983263598327,146
L2290538,12.669456066945607,36
L3639284,11.418410041841007,16
L2103794,24.447698744769873,247
L6113837,20.89121338912134,45
L3617599,12.958158995815898,78
L5808231,18.234309623430963,47
L2960422,15.619246861924683,200
L1815802,18.84937238493724,145
L6459450,15.142259414225942,24
L1308087,12.288702928870293,841
L285225,13.598326359832637,525
L2469683,20.543933054393303,80
L2291501,24.422594142259413,72
L3295812,8.7071129707112966,181
L5397765,5.7364016736401675,77
L1486607,18.27615062761506,121
L4047590,15.510460251046029,145
L373966,17.589958158995813,115
L4091078,17.661087866108787,38
L2675269,7.8493723849372392,73
L1762290,18.096234309623433,59
L457200,10.589958158995817,193
L2411974,10.962343096234312,43
L2783945,14.94560669456067,72
L3954791,23.322175732217573,53
L4819856,15.832635983263602,27
L4010418,12.552301255230125,135
L3194411,6.1589958158995817,54
L1413355,19.10460251046025,519
L1515142,15.518828451882847,34
L620782,7.7196652719665275,107
L968993,14.556485355648535,247
L5074713,23.188284518828453,33
L1835987,10.158995815899582,135
L7117630,11.799163179916318,112
L164584,23.88702928870293,1087
L450752,8.07531380753138,194
L1480922,11.744769874476987,40
L1216939,16.748953974895397,106
L4185019,22.820083682008363,18
L2728448,10.937238493723848,55
L4722767,15.966527196652718,24
L1886768,9.2050209205020916,15
L1507989,20.334728033472803,137
L358774,15.778242677824267,21
L1437376,20.171548117154813,1333
L2771363,13.125523012552302,43
L2035965,7.9748953974895391,45
L790029,13.98326359832636,383
L790364,6.2426778242677825,46
L829493,9.01255230125523,139
L4102327,23.297071129707113,16
L4347884,12.284518828451883,393
L2093687,20.774058577405857,785
L1760089,19.732217573221757,191
L1869823,10.698744769874478,39
L2069138,16.456066945606693,630
L2345665,4.3974895397489542,17
L2288963,15.242677824267782,36
L3711956,13.723849372384938,185
L871872,8.502092050209205,338
L3014285,18.560669456066947,298
L2850180,20.05857740585774,127
L991586,6.7029288702928866,17
L6264424,11.9581589958159,20
L2710624,7.2008368200836816,48
L3317425,11.447698744769875,35
L814897,14.263598326359832,45
L2760830,7.72803347280335,665
L1053113,7.4979079497907959,90
L2104038,22.313807531380753,137
L2990717,22.472803347280337,184
L2266269,11.121338912133892,123
L9627558,12.581589958158998,39
L7954371,6.5439330543933059,17
L2341632,13.422594142259415,39
L3763286,8.1882845188284517,17
L790356,18.451882845188283,171
L6641230,13.138075313807532,42
L2509792,3.2092050209205021,153
L6573014,12.07949790794979,51
L4909177,14.602510460251048,46
L1525168,12.569037656903765,38
L4002327,11.242677824267782,31
L2485929,19.543933054393307,160
L5419436,20.577405857740587,73
L7987103,7.0,31
L11072393,20.698744769874477,25
L5142573,18.338912133891213,59
L160823,23.907949790794984,1374
L2817913,12.205020920502092,17
L2338368,12.138075313807532,62
L1356513,19.682008368200837,1028
L2688951,11.0418410041841,68
L3437673,26.238493723849373,200
L2290162,15.376569037656903,167
L1867092,14.297071129707112,22
L384777,20.14644351464435,877
L5133266,5.6903765690376567,172
L745964,6.0460251046025109,206
L5550250,5.2594142259414225,17
L6190080,17.635983263598327,80
L6424445,11.389121338912133,269
L670983,15.799163179916318,557
L1071941,16.61506276150628,258
L1365478,16.635983263598327,32
L5450114,11.9581589958159,102
L4992611,11.719665271966527,75
L10186891,11.619246861924688,23
L2339564,9.3305439330543951,29
L1283787,15.682008368200838,185
L2225287,5.6987447698744766,193
L1451937,14.774058577405858,24
L2290533,17.012552301255234,50
L1891368,11.230125523012552,66
L2334530,8.8661087866108783,133
L5899408,10.10041841004184,18
L2082573,11.175732217573222,366
L2290061,22.234309623430963,23
L359608,21.435146443514643,793
L902811,20.907949790794984,25
L2811416,30.054393305439334,326
L897814,12.108786610878662,108
L3318171,17.88702928870293,49
L6336022,19.58995815899582,248
L984132,19.305439330543933,173
L2076736,29.682008368200837,937
L1367498,23.677824267782427,551
L2845593,14.661087866108787,238
L285222,28.7489539748954,2621
L866785,15.573221757322175,168
L3824033,12.686192468619247,28
L4570989,18.958158995815896,70
L3609778,24.02092050209205,226
L4168494,14.644351464435147,15
L3918971,20.10041841004184,53
L3331447,8.8075313807531366,105
L912487,10.535564853556487,246
L351714,37.476987447698747,240
L1898467,22.192468619246863,94
L2070809,11.464435146443515,33
L1620006,12.058577405857742,1090
L1922505,9.456066945606695,25
L1288866,11.384937238493722,38
L1748191,15.280334728033472,31
L4078428,9.2677824267782434,22
L3065723,17.34728033472803,138
L421884,26.9163179916318,6859
L208773,18.828451882845187,461
L5849474,6.4476987447698741,44
L2870464,22.51464435146443,205
L1492081,10.04602510460251,159
L1429286,25.581589958159,1103
L2392265,21.45606694560669,122
L631867,13.150627615062762,334
L2393870,13.89121338912134,283
L3120260,20.12133891213389,449
L8887566,10.234309623430962,88
L3559515,16.70292887029289,74
L1510206,12.77824267782427,161
L2483757,7.7656903765690366,16
L10844087,16.389121338912133,22
L4006873,16.585774058577407,102
L4352061,5.2887029288702925,101
L1012371,21.029288702928874,94
L386301,21.334728033472803,358
L1520135,12.025104602510458,45
L2293887,21.435146443514643,41
L514685,12.338912133891213,30
L1509300,15.732484076433121,68
L1509312,13.127388535031848,114
L5282984,8.39171974522293,22
L5270659,7.5700636942675157,31
L4384752,19.625000000000004,73
L1462465,8.325,99
L108497,9.5708333333333346,361
L505882,30.541666666666668,373
L108702,26.7375,59
L1766584,24.229166666666668,22
L673076,25.520833333333332,153
L509624,14.945833333333335,39
L3442222,14.783333333333331,20
L4049736,16.687499999999996,49
L7145557,14.962500000000002,52
L108494,18.050000000000004,42
L2287676,15.008333333333335,387
L3460779,19.2625,40
L3726718,27.7875,112
L6685513,10.862499999999999,91
L271150,24.741666666666667,292
L4878649,9.3625,16
L6688208,4.3083333333333336,102
L4430204,32.408333333333331,74
L297366,29.075,401
L1841589,8.25,169
L152708,10.941666666666666,77
L152718,20.225,97
L297230,11.9375,161
L124893,20.733333333333338,505
L252503,20.495833333333337,2061
L7216123,9.0333333333333332,47
L1427599,15.862500000000004,22
L348639,25.55,530
L4238090,14.3,82
L3018454,8.1083333333333325,180
L152738,16.920833333333334,26
L294426,18.2375,548
L152676,22.308333333333337,393
L5036881,11.783333333333333,30
L2697184,5.7375,31
L4384758,14.812499999999998,105
L4355027,8.0708333333333329,99
L2067054,15.554166666666669,90
L5748958,17.695833333333333,22
L633350,20.016666666666669,1572
L152739,15.091666666666667,736
L3306910,16.383333333333333,64
L2145470,17.0125,43
L163938,8.075,37
L126347,18.858333333333338,376
L152701,21.187500000000004,140
L124334,15.241666666666669,483
L345522,23.05833333333333,34
L853956,13.404166666666665,161
L152717,21.279166666666665,301
L2633894,12.025,88
L152754,13.587500000000002,100
L2059734,7.883333333333332,161
L1057281,8.3833333333333329,722
L2310306,22.525,103
L1546035,28.004166666666663,19
L152731,26.6875,95
L1055480,4.291666666666667,198
L2064639,7.6125,30
L595838,17.920833333333338,64
L210196,19.154166666666672,46
L2999743,16.120833333333341,136
L3188761,13.216666666666667,18
L2149459,22.908333333333335,68
L125232,23.825,264
L680785,17.65,84
L1237686,10.4125,28
L3615041,13.629166666666666,755
L270904,13.000000000000002,32
L4090719,26.179166666666667,34
L654763,11.591666666666667,141
L5147656,20.729166666666671,107
L6980773,20.220833333333335,102
L2515824,9.1083333333333361,45
L2341850,21.799999999999997,68
L4585683,16.229166666666668,326
L164437,25.433333333333334,193
L837977,13.416666666666668,232
L1138020,10.795833333333331,271
L9019705,21.020833333333332,39
L5410236,14.983333333333333,60
L2338069,21.8875,39
L339244,17.245833333333334,243
L131061,21.341666666666661,937
L1873106,6.325,46
L2716179,6.383333333333332,186
L612641,5.5583333333333336,285
L351831,11.575,306
L83533,13.016666666666667,125
L152758,22.029166666666661,109
L2394408,8.5541666666666671,62
L297222,21.658333333333335,156
L7348836,22.425,20
L3576390,23.300000000000004,16
L144492,31.25416666666667,506
L2332106,17.274999999999995,36
L3127307,18.220833333333335,185
L1168234,19.600000000000005,396
L7239346,16.420833333333331,66
L3117439,18.420833333333331,93
L339153,20.529166666666672,124
L6599787,3.1666666666666665,55
L1080478,11.691666666666666,31
L1268069,20.345833333333335,464
L2057479,14.079166666666669,995
L1912771,18.2125,17
L2042544,9.0875,85
L985409,20.141666666666666,203
L210287,23.091666666666665,174
L354024,21.375,273
L1912765,16.383333333333329,26
L4961501,1.9916666666666667,25
L2065850,12.483333333333333,38
L1808867,21.6875,1193
L4015778,7.9749999999999988,30
L141625,23.525000000000002,58
L1815426,8.5125,23
L2981626,24.358333333333334,203
L3827208,11.279166666666667,224
L1077685,7.4083333333333332,279
L1160738,17.858333333333338,374
L11346473,17.604166666666664,17
L2508651,5.491666666666668,269
L343242,16.466666666666665,348
L258760,11.925,40
L1758760,15.512499999999998,124
L454170,19.395833333333336,812
L3891598,13.9625,594
L108460,23.675,493
L1834087,16.316666666666666,438
L921302,16.541666666666664,65
L8935177,14.716666666666667,37
L6366707,19.675,17
L1488413,9.15,156
L152668,20.075,96
L152707,13.766666666666667,64
L1656568,25.754166666666666,102
L97587,17.69166666666667,404
L113937,10.970833333333333,55
L2869978,23.258333333333333,151
L1168090,28.012499999999996,667
L990564,24.670833333333334,64
L3462264,17.733333333333334,88
L152620,21.204166666666666,228
L336023,17.270833333333332,231
L125052,24.6125,90
L382827,11.170833333333333,58
L124256,31.012500000000003,1689
L2156121,10.7875,31
L131004,16.087499999999995,40
L1903768,21.0625,104
L152604,12.224999999999998,290
L126348,24.304166666666667,1228
L2065557,21.258333333333333,127
L3959967,19.508333333333333,63
L152726,9.2375,69
L4493425,14.958333333333336,76
L1164196,8.9416666666666664,45
L2155309,8.8541666666666661,24
L623766,11.754166666666666,306
L161180,32.525,13818
L746913,17.174999999999997,53
L383782,16.4875,795
L7930710,16.229166666666668,175
L2338365,25.2375,39
L674547,11.0375,132
L653878,22.825,44
L1840679,15.495833333333334,61
L2150606,10.9625,89
L723907,19.283333333333339,395
L4300325,7.8291666666666666,1520
L7608492,19.808333333333334,41
L152601,25.95,59
L1531598,10.383333333333333,215
L1511851,16.854166666666668,48
L3055433,5.1083333333333325,28
L152633,15.354166666666666,84
L3695330,9.9083333333333332,210
L3435709,5.7125,19
L950064,16.679166666666664,585
L11551159,11.154166666666665,42
L8802837,8.9416666666666647,16
L4789089,16.733333333333331,1482
L7629740,24.06666666666667,17
L4924487,25.30833333333333,65
L4706876,9.3416666666666668,231
L353534,12.166666666666668,679
L246977,16.400000000000002,120
L978771,15.475,21
L2355723,31.033333333333328,55
L3178024,16.0375,293
L586124,11.820833333333333,389
L8415843,17.666666666666664,19
L2398415,11.379166666666666,179
L1502127,17.441666666666663,17
L420581,18.679166666666667,57
L157149,20.762500000000003,118
L152614,20.258333333333333,355
L2306429,11.554166666666665,417
L6277976,10.558333333333335,347
L131007,24.745833333333334,53
L1810383,13.729166666666664,88
L4152402,7.2291666666666679,49
L339158,7.833333333333333,512
L152656,18.679166666666667,508
L11063606,20.229166666666668,30
L4451173,16.354166666666668,52
L2280775,8.4458333333333329,46
L9831734,4.775,168
L677827,18.383333333333333,80
L152657,15.862499999999995,534
L152713,21.7,257
L1359706,5.6291666666666673,205
L10970279,6.5166666666666657,137
L152600,14.075,1489
L810015,18.633333333333336,68
L258451,25.541666666666668,24
L152650,26.045833333333338,301
L4496187,20.975,28
L3921197,21.479166666666668,586
L942870,18.974999999999998,35
L7568379,17.283333333333328,53
L9189386,26.441666666666666,75
L143490,25.325,787
L1488290,14.045833333333338,89
L152716,14.575000000000001,105
L152694,6.2166666666666668,17
L125053,27.783333333333328,779
L2295528,18.379166666666666,133
L2266401,13.545833333333336,23
L4200891,10.133333333333333,46
L4011176,11.283333333333333,53
L339149,16.925,78
L311824,18.575000000000003,482
L157757,32.93333333333333,849
L152735,34.0125,598
L1827474,18.004166666666666,242
L343235,12.054166666666667,84
L152603,17.408333333333335,745
L2116796,19.0125,26
L224192,13.633333333333333,462
L805689,16.529166666666672,826
L165597,23.641666666666662,156
L5084568,15.0875,147
L8036398,13.291666666666668,17
L2155713,16.854166666666668,41
L152643,16.349999999999998,114
L3150502,31.141666666666669,20
L7436007,22.820833333333333,34
L152722,27.162500000000005,1510
L2954289,7.2250000000000023,48
L1305645,15.466666666666669,27
L4975743,13.77916666666667,16
L901301,16.425,141
L8833938,23.2375,28
L552730,20.883333333333333,288
L2340416,19.508333333333333,531
L130994,35.804166666666667,533
L2638508,17.516666666666666,682
L3786267,20.641666666666669,206
L3934103,21.408333333333335,824
L3322017,14.445833333333333,19
L8039952,8.5708333333333329,51
L2440695,13.320833333333333,851
L4565330,26.104166666666668,87
L152692,19.645833333333332,1125
L1800426,6.929166666666668,133
L152637,26.195833333333333,2657
L6064139,15.175,18
L11150590,4.0375,80
L563599,19.079166666666666,306
L2132400,10.645833333333332,121
L447274,24.045833333333338,43
L357712,13.954166666666664,591
L1390602,23.304166666666667,241
L5371886,18.650000000000002,133
L3673542,9.10833333333333,33
L339164,25.366666666666667,805
L587035,13.579166666666669,215
L11109860,11.754166666666668,37
L210197,14.133333333333331,113
L9374561,1.5874999999999997,23
L152658,22.800000000000004,1555
L732293,10.4875,99
L10977915,10.270833333333334,400
L393581,17.695833333333329,818
L164725,26.875000000000007,1825
L3455230,15.054166666666665,42
L679333,17.979166666666668,321
L8105400,14.691666666666668,51
L3559430,11.029166666666667,48
L857953,9.6916666666666664,40
L5846625,22.4625,66
L152661,16.725000000000005,26
L11214057,4.8291666666666666,19
L4322243,24.808333333333337,703
L1862763,14.341666666666667,33
L5693495,14.845833333333335,83
L1191319,16.708333333333332,60
L746253,10.433333333333335,23
L2934117,17.9375,103
L131005,18.3125,1003
L1060606,10.120833333333334,384
L792698,21.016666666666666,64
L1861542,8.3791666666666664,195
L344054,12.145833333333334,176
L152715,16.599999999999998,87
L152646,24.645833333333332,2641
L1073019,20.416666666666664,54
L342536,25.0,31
L11139986,18.254166666666663,18
L724602,26.466666666666665,386
L4544356,24.299999999999997,125
L2235142,22.0875,324
L7241863,14.354166666666668,93
L3700313,12.329166666666667,50
L2101032,6.333333333333333,329
L4975787,18.775,28
L812840,7.8541666666666679,292
L193480,15.050000000000002,125
L8634687,18.750000000000004,75
L4139213,7.5166666666666666,98
L2772733,18.070833333333333,128
L90360,26.933333333333326,148
L348640,24.8,491
L90382,19.233333333333334,218
L564746,20.6875,111
L789958,18.608333333333334,289
L1578572,23.029166666666665,558
L152681,19.087499999999995,138
L1265810,23.783333333333335,65
L5188088,17.870833333333334,55
L633340,25.941666666666666,94
L3221205,9.1666666666666661,414
L5384646,19.945833333333333,118
L351077,16.191666666666666,1242
L682145,30.791666666666664,111
L132618,20.8125,1806
L2175010,24.312499999999996,680
L989160,12.85,362
L152740,27.95,1889
L521588,16.8375,700
L4698737,10.020833333333334,50
L1815416,10.283333333333331,91
L1643417,15.870833333333332,47
L1222076,16.916666666666664,116
L2518887,14.604166666666664,33
L2598668,19.016666666666662,58
L1610634,12.308333333333334,45
L152691,22.575,3291
L2814033,8.5291666666666668,402
L990111,20.116666666666667,149
L108479,23.291666666666668,757
L1054975,6.3916666666666666,39
L4512496,10.9,138
L1116112,8.3208333333333329,374
L3709694,13.687499999999998,36
L386084,12.720833333333333,59
L1401491,8.7833333333333332,60
L2036578,12.175,197
L2692705,5.2958333333333334,223
L2529208,25.245833333333337,217
L207016,22.479166666666668,1577
L3542183,13.383333333333331,28
L152673,19.420833333333334,717
L1573785,17.970833333333335,1068
L548509,12.508333333333333,132
L152687,18.941666666666666,2011
L1257668,14.583333333333334,133
L152605,23.612499999999997,934
L4599878,19.9125,232
L2323168,15.895833333333334,167
L152746,22.424999999999994,153
L9109242,19.8625,43
L9318945,12.824999999999998,16
L1803035,17.758333333333329,789
L298724,23.045833333333331,676
L4967841,2.9208333333333334,51
L1521963,13.083333333333336,424
L1859227,14.608333333333331,41
L9329399,13.308333333333334,52
L510533,20.783333333333335,26
L3305065,14.037500000000001,72
L1144150,19.183333333333334,61
L152649,14.433333333333334,211
L140218,23.358333333333334,712
L548225,13.241666666666665,557
L9502179,17.004166666666666,27
L371433,12.108333333333333,553
L113935,14.929166666666667,309
L342159,14.645833333333334,182
L2394410,20.399999999999995,93
L2174579,14.316666666666666,59
L2222891,10.795833333333331,40
L105600,27.599999999999998,2270
L1109983,19.158333333333335,233
L2691852,6.2541666666666673,233
L2155906,17.270833333333332,114
L3679312,15.308333333333334,69
L1532424,13.341666666666669,304
L4911771,13.554166666666667,113
L3119908,15.029166666666667,45
L2181680,21.4375,41
L503243,10.095833333333335,332
L2500412,14.045833333333333,33
L1853224,6.270833333333333,114
L4351919,16.683333333333334,46
L3968459,27.991666666666664,79
L152651,21.533333333333335,492
L10685641,6.8,18
L573817,23.000000000000004,191
L343390,23.729166666666668,672
L4024824,21.516666666666669,677
L152641,20.816666666666663,1362
L1359810,20.804166666666667,298
L152626,29.537500000000009,289
L7959717,17.283333333333339,49
L7630027,17.25,92
L113934,24.474999999999998,680
L2187841,14.575000000000001,156
L11109224,6.1791666666666663,48
L152696,24.270833333333332,939
L9116700,14.649999999999999,25
L3938218,13.883333333333333,65
L265942,33.795833333333334,884
L479591,8.2166666666666668,22
L8905241,20.225,43
L4097329,8.4583333333333339,30
L3397380,20.920833333333334,57
L10099747,4.583333333333333,18
L3780717,23.783333333333335,367
L152640,19.079166666666666,33
L152612,23.783333333333335,356
L6994379,6.4646739130434785,46
L4342126,10.293478260869566,19
L4818767,9.8858695652173925,16
L2612205,24.221088435374146,37
L5433032,10.894557823129253,19
L2637918,7.5544217687074831,694
L3859889,3.6836734693877551,34
L5287706,19.047619047619047,15
L2570625,23.132653061224492,572
L7564917,7.4523809523809526,34
L4914116,8.1802721088435391,61
L4320742,8.53061224489796,19
L7172202,10.544217687074831,15
L3031188,11.302721088435373,60
L5624804,25.156462585034017,30
L2612123,22.051020408163264,18
L3864304,12.278911564625849,24
L3355095,14.928571428571429,63
L5323303,5.0680272108843534,85
L3348735,12.428571428571429,131
L2525703,9.5408163265306118,157
L10469231,12.244897959183673,15
L6217765,21.445578231292519,16
L2609314,14.360544217687071,1370
L3854987,11.653061224489797,38
L2525699,5.8571428571428577,54
L7767805,5.6224489795918355,4255
L4962265,6.1088435374149661,56
L4965138,8.3333333333333339,270
L2525698,15.986394557823132,475
L6124920,26.38095238095238,18
L4661937,7.9183673469387754,26
L6080394,12.659863945578232,18
L2676130,16.663265306122451,431
L2464127,16.527210884353746,150
L8123132,2.27387251196775,31
L4484845,3.9489795918367347,319
L2583564,4.4217687074829932,15
L3349006,6.5034013605442178,444
L8815462,14.884353741496598,67
L4327180,17.18367346938776,228
L7885718,17.238095238095237,59
L3355096,15.302721088435375,28
L6488083,28.938775510204081,34
L8704863,17.92517006802721,49
L2985139,6.3027210884353737,419
L2685744,21.761904761904763,283
L2525728,18.319727891156461,265
L4299675,16.472789115646258,30
L2685736,19.57482993197279,49
L3030566,22.459183673469386,43
L2583597,12.979591836734693,291
L2525709,15.231292517006803,2482
L4546742,22.965986394557824,366
L3231431,11.255102040816329,93
L5044418,14.955782312925169,43
L4718540,3.0850340136054419,55
L2774662,3.1904761904761907,71
L8697307,1.4217687074829932,34
L2961966,15.329931972789115,61
L3391571,12.408163265306124,72
L7056119,10.4421768707483,28
L3225768,15.299319727891156,38
L4092548,21.632653061224488,18
L2612200,29.35034013605442,269
L3125021,6.6326530612244881,18
L2962871,18.010204081632654,117
L3280975,7.2585034013605441,73
L6273274,23.047619047619051,70
L2612109,16.714285714285715,206
L4740823,5.4421768707482991,15
L1664748,8.5578231292517017,1409
L3350886,3.6190476190476191,33
L5078186,17.554421768707481,23
L2612100,28.588435374149661,71
L3382771,4.2448979591836737,26
L4258416,12.823129251700681,30
L2639177,16.353741496598641,118
L2612151,20.091836734693878,267
L2648469,19.921768707482993,26
L1955544,8.0816326530612237,2394
L1123091,8.4578096947935375,23
L129119,12.211920529801324,56
L438238,14.539735099337749,703
L6521329,12.082781456953642,996
L1871755,12.970198675496688,565
L4072722,6.16225165562914,31
L366434,8.3675496688741724,48
L768910,8.6953642384105958,19
L457627,9.1357615894039732,88
L463785,9.2980132450331112,66
L569268,10.490066225165563,86
L505389,11.344370860927153,57
L235844,3.9139072847682113,35
L1892177,9.781456953642385,38
L208627,15.062913907284768,135
L2168225,11.672185430463573,111
L1434496,5.258278145695364,19
L2575064,7.5695364238410612,139
L5137920,9.5894039735099348,18
L463084,18.794701986754969,28
L3047534,6.7947019867549665,44
L561812,7.7052980132450317,41
L653094,13.341059602649006,177
L8812047,5.0463576158940393,32
L4626006,10.721854304635762,135
L685423,10.917218543046358,998
L5496003,16.549668874172184,96
L2850517,10.043046357615895,23
L1894099,19.374172185430464,352
L762722,1.8774834437086092,43
L4380490,15.947019867549669,31
L387827,10.430463576158941,163
L681925,9.3940397350993372,126
L762719,1.4503311258278142,18
L1289044,7.0033112582781456,48
L128991,9.30794701986755,113
L4773039,14.397350993377483,83
L5213342,14.556291390728481,221
L762725,11.500000000000002,117
L1575560,11.503311258278146,106
L4636554,9.427152317880795,1161
L4025142,10.831125827814569,20
L3930626,11.874172185430464,149
L2197964,9.9403973509933774,28
L470794,10.360927152317881,122
L326735,8.039735099337749,218
L476154,13.009933774834437,68
L3137211,14.460264900662249,438
L2700315,3.6225165562913917,38
L297830,3.8576158940397351,18
L5176890,13.29139072847682,52
L8534693,15.983443708609272,261
L366758,18.930463576158939,909
L3772402,8.3443708609271532,46
L3834054,10.175496688741722,27
L1127408,10.16225165562914,26
L1524900,11.930463576158944,55
L779589,13.30794701986755,46
L1879842,13.397350993377483,49
L7678633,10.45364238410596,183
L273143,12.30794701986755,130
L3488305,14.963576158940395,188
L2078038,8.02317880794702,199
